"Código","Municipio","Total de viviendas particulares","Material Predominante del Techo","Cantidad de Viviendas","Porcentaje de Viviendas Particulares"
504,"Siquinalá",6214,"Teja",7,0.11
504,"Siquinalá",6214,"Paja, palma o similar",1,0.02
504,"Siquinalá",6214,"Material de desecho",2,0.03
504,"Siquinalá",6214,"Otro",9,0.14
504,"Siquinalá",6214,"No especificado",33,0.53
505,"Masagua",13858,"Concreto",335,2.42
505,"Masagua",13858,"Lámina metálica",12966,93.56
505,"Masagua",13858,"Asbesto cemento",59,0.43
505,"Masagua",13858,"Teja",327,2.36
505,"Masagua",13858,"Paja, palma o similar",16,0.12
505,"Masagua",13858,"Material de desecho",5,0.04
505,"Masagua",13858,"Otro",77,0.56
505,"Masagua",13858,"No especificado",73,0.53
506,"Tiquisate",17293,"Concreto",732,4.23
506,"Tiquisate",17293,"Lámina metálica",15364,88.85
506,"Tiquisate",17293,"Asbesto cemento",159,0.92
506,"Tiquisate",17293,"Teja",244,1.41
506,"Tiquisate",17293,"Paja, palma o similar",715,4.13
506,"Tiquisate",17293,"Material de desecho",17,0.1
506,"Tiquisate",17293,"Otro",40,0.23
506,"Tiquisate",17293,"No especificado",22,0.13
507,"La Gomera",12770,"Concreto",245,1.92
507,"La Gomera",12770,"Lámina metálica",12321,96.48
507,"La Gomera",12770,"Asbesto cemento",60,0.47
507,"La Gomera",12770,"Teja",43,0.34
507,"La Gomera",12770,"Paja, palma o similar",56,0.44
507,"La Gomera",12770,"Material de desecho",9,0.07
507,"La Gomera",12770,"Otro",15,0.12
507,"La Gomera",12770,"No especificado",21,0.16
508,"Guanagazapa",4167,"Concreto",89,2.14
508,"Guanagazapa",4167,"Lámina metálica",4036,96.86
508,"Guanagazapa",4167,"Asbesto cemento",11,0.26
508,"Guanagazapa",4167,"Teja",5,0.12
508,"Guanagazapa",4167,"Paja, palma o similar",7,0.17
508,"Guanagazapa",4167,"Material de desecho",1,0.02
508,"Guanagazapa",4167,"Otro",11,0.26
508,"Guanagazapa",4167,"No especificado",7,0.17
509,"San José",21340,"Concreto",2794,13.09
509,"San José",21340,"Lámina metálica",16917,79.27
509,"San José",21340,"Asbesto cemento",271,1.27
509,"San José",21340,"Teja",340,1.59
509,"San José",21340,"Paja, palma o similar",871,4.08
509,"San José",21340,"Material de desecho",4,0.02
509,"San José",21340,"Otro",104,0.49
509,"San José",21340,"No especificado",39,0.18
510,"Iztapa",5742,"Concreto",687,11.96
510,"Iztapa",5742,"Lámina metálica",3976,69.24
510,"Iztapa",5742,"Asbesto cemento",124,2.16
510,"Iztapa",5742,"Teja",52,0.91
510,"Iztapa",5742,"Paja, palma o similar",866,15.08
510,"Iztapa",5742,"Material de desecho",5,0.09
510,"Iztapa",5742,"Otro",28,0.49
510,"Iztapa",5742,"No especificado",4,0.07
511,"Palín",17486,"Concreto",7985,45.67
511,"Palín",17486,"Lámina metálica",9405,53.79
511,"Palín",17486,"Asbesto cemento",37,0.21
511,"Palín",17486,"Teja",8,0.05
511,"Palín",17486,"Paja, palma o similar",4,0.02
511,"Palín",17486,"Material de desecho",1,0.01
511,"Palín",17486,"Otro",10,0.06
511,"Palín",17486,"No especificado",36,0.21
512,"San Vicente Pacaya",4799,"Concreto",797,16.61
512,"San Vicente Pacaya",4799,"Lámina metálica",3952,82.35
512,"San Vicente Pacaya",4799,"Asbesto cemento",17,0.35
512,"San Vicente Pacaya",4799,"Teja",1,0.02
512,"San Vicente Pacaya",4799,"Paja, palma o similar",0,0
512,"San Vicente Pacaya",4799,"Material de desecho",1,0.02
512,"San Vicente Pacaya",4799,"Otro",4,0.08
512,"San Vicente Pacaya",4799,"No especificado",27,0.56
513,"Nueva Concepción",21230,"Concreto",307,1.45
513,"Nueva Concepción",21230,"Lámina metálica",19536,92.02
513,"Nueva Concepción",21230,"Asbesto cemento",96,0.45
513,"Nueva Concepción",21230,"Teja",67,0.32
513,"Nueva Concepción",21230,"Paja, palma o similar",1160,5.46
513,"Nueva Concepción",21230,"Material de desecho",28,0.13
513,"Nueva Concepción",21230,"Otro",28,0.13
513,"Nueva Concepción",21230,"No especificado",8,0.04
514,"Sipacate",5049,"Concreto",106,2.1
514,"Sipacate",5049,"Lámina metálica",3608,71.46
514,"Sipacate",5049,"Asbesto cemento",30,0.59
514,"Sipacate",5049,"Teja",59,1.17
514,"Sipacate",5049,"Paja, palma o similar",1090,21.59
514,"Sipacate",5049,"Material de desecho",25,0.5
514,"Sipacate",5049,"Otro",76,1.51
514,"Sipacate",5049,"No especificado",55,1.09
601,"Cuilapa",11309,"Concreto",1572,13.9
601,"Cuilapa",11309,"Lámina metálica",9624,85.1
601,"Cuilapa",11309,"Asbesto cemento",70,0.62
601,"Cuilapa",11309,"Teja",18,0.16
601,"Cuilapa",11309,"Paja, palma o similar",9,0.08
601,"Cuilapa",11309,"Material de desecho",0,0
601,"Cuilapa",11309,"Otro",9,0.08
601,"Cuilapa",11309,"No especificado",7,0.06
602,"Barberena",15143,"Concreto",2661,17.57
602,"Barberena",15143,"Lámina metálica",12284,81.12
602,"Barberena",15143,"Asbesto cemento",56,0.37
602,"Barberena",15143,"Teja",12,0.08
602,"Barberena",15143,"Paja, palma o similar",14,0.09
602,"Barberena",15143,"Material de desecho",12,0.08
602,"Barberena",15143,"Otro",54,0.36
602,"Barberena",15143,"No especificado",50,0.33
603,"Santa Rosa de Lima",6255,"Concreto",582,9.3
603,"Santa Rosa de Lima",6255,"Lámina metálica",5274,84.32
603,"Santa Rosa de Lima",6255,"Asbesto cemento",27,0.43
603,"Santa Rosa de Lima",6255,"Teja",355,5.68
603,"Santa Rosa de Lima",6255,"Paja, palma o similar",8,0.13
603,"Santa Rosa de Lima",6255,"Material de desecho",3,0.05
603,"Santa Rosa de Lima",6255,"Otro",0,0
603,"Santa Rosa de Lima",6255,"No especificado",6,0.1
604,"Casillas",7723,"Concreto",472,6.11
604,"Casillas",7723,"Lámina metálica",6707,86.84
604,"Casillas",7723,"Asbesto cemento",68,0.88
604,"Casillas",7723,"Teja",466,6.03
604,"Casillas",7723,"Paja, palma o similar",3,0.04
604,"Casillas",7723,"Material de desecho",0,0
604,"Casillas",7723,"Otro",5,0.06
604,"Casillas",7723,"No especificado",2,0.03
605,"San Rafael las Flores",3934,"Concreto",398,10.12
605,"San Rafael las Flores",3934,"Lámina metálica",3340,84.9
605,"San Rafael las Flores",3934,"Asbesto cemento",11,0.28
605,"San Rafael las Flores",3934,"Teja",167,4.25
605,"San Rafael las Flores",3934,"Paja, palma o similar",6,0.15
605,"San Rafael las Flores",3934,"Material de desecho",0,0
605,"San Rafael las Flores",3934,"Otro",2,0.05
605,"San Rafael las Flores",3934,"No especificado",10,0.25
606,"Oratorio",7471,"Concreto",424,5.68
606,"Oratorio",7471,"Lámina metálica",6800,91.02
606,"Oratorio",7471,"Asbesto cemento",18,0.24
606,"Oratorio",7471,"Teja",171,2.29
606,"Oratorio",7471,"Paja, palma o similar",8,0.11
606,"Oratorio",7471,"Material de desecho",3,0.04
606,"Oratorio",7471,"Otro",12,0.16
606,"Oratorio",7471,"No especificado",35,0.47
607,"San Juan Tecuaco",2451,"Concreto",91,3.71
607,"San Juan Tecuaco",2451,"Lámina metálica",2347,95.76
607,"San Juan Tecuaco",2451,"Asbesto cemento",6,0.24
607,"San Juan Tecuaco",2451,"Teja",1,0.04
607,"San Juan Tecuaco",2451,"Paja, palma o similar",2,0.08
607,"San Juan Tecuaco",2451,"Material de desecho",0,0
607,"San Juan Tecuaco",2451,"Otro",1,0.04
607,"San Juan Tecuaco",2451,"No especificado",3,0.12
608,"Chiquimulilla",17195,"Concreto",1930,11.22
608,"Chiquimulilla",17195,"Lámina metálica",12612,73.35
608,"Chiquimulilla",17195,"Asbesto cemento",105,0.61
608,"Chiquimulilla",17195,"Teja",158,0.92
608,"Chiquimulilla",17195,"Paja, palma o similar",2303,13.39
608,"Chiquimulilla",17195,"Material de desecho",7,0.04
608,"Chiquimulilla",17195,"Otro",53,0.31
608,"Chiquimulilla",17195,"No especificado",27,0.16
609,"Taxisco",9251,"Concreto",656,7.09
609,"Taxisco",9251,"Lámina metálica",6963,75.27
609,"Taxisco",9251,"Asbesto cemento",43,0.46
609,"Taxisco",9251,"Teja",75,0.81
609,"Taxisco",9251,"Paja, palma o similar",1486,16.06
609,"Taxisco",9251,"Material de desecho",2,0.02
609,"Taxisco",9251,"Otro",25,0.27
609,"Taxisco",9251,"No especificado",1,0.01
610,"Santa María Ixhuatán",7153,"Concreto",175,2.45
610,"Santa María Ixhuatán",7153,"Lámina metálica",6933,96.92
610,"Santa María Ixhuatán",7153,"Asbesto cemento",27,0.38
610,"Santa María Ixhuatán",7153,"Teja",3,0.04
610,"Santa María Ixhuatán",7153,"Paja, palma o similar",2,0.03
610,"Santa María Ixhuatán",7153,"Material de desecho",2,0.03
610,"Santa María Ixhuatán",7153,"Otro",2,0.03
610,"Santa María Ixhuatán",7153,"No especificado",9,0.13
611,"Guazacapán",5306,"Concreto",242,4.56
611,"Guazacapán",5306,"Lámina metálica",4869,91.76
611,"Guazacapán",5306,"Asbesto cemento",33,0.62
611,"Guazacapán",5306,"Teja",50,0.94
611,"Guazacapán",5306,"Paja, palma o similar",108,2.04
611,"Guazacapán",5306,"Material de desecho",0,0
611,"Guazacapán",5306,"Otro",0,0
611,"Guazacapán",5306,"No especificado",4,0.08
612,"Santa Cruz Naranjo",4907,"Concreto",327,6.66
612,"Santa Cruz Naranjo",4907,"Lámina metálica",4427,90.22
612,"Santa Cruz Naranjo",4907,"Asbesto cemento",75,1.53
612,"Santa Cruz Naranjo",4907,"Teja",37,0.75
612,"Santa Cruz Naranjo",4907,"Paja, palma o similar",4,0.08
612,"Santa Cruz Naranjo",4907,"Material de desecho",2,0.04
612,"Santa Cruz Naranjo",4907,"Otro",1,0.02
612,"Santa Cruz Naranjo",4907,"No especificado",34,0.69
613,"Pueblo Nuevo Viñas",7313,"Concreto",271,3.71
613,"Pueblo Nuevo Viñas",7313,"Lámina metálica",6870,93.94
613,"Pueblo Nuevo Viñas",7313,"Asbesto cemento",81,1.11
613,"Pueblo Nuevo Viñas",7313,"Teja",46,0.63
613,"Pueblo Nuevo Viñas",7313,"Paja, palma o similar",3,0.04
613,"Pueblo Nuevo Viñas",7313,"Material de desecho",6,0.08
613,"Pueblo Nuevo Viñas",7313,"Otro",5,0.07
613,"Pueblo Nuevo Viñas",7313,"No especificado",31,0.42
614,"Nueva Santa Rosa",11242,"Concreto",1262,11.23
614,"Nueva Santa Rosa",11242,"Lámina metálica",9539,84.85
614,"Nueva Santa Rosa",11242,"Asbesto cemento",50,0.44
614,"Nueva Santa Rosa",11242,"Teja",365,3.25
614,"Nueva Santa Rosa",11242,"Paja, palma o similar",10,0.09
614,"Nueva Santa Rosa",11242,"Material de desecho",0,0
614,"Nueva Santa Rosa",11242,"Otro",7,0.06
614,"Nueva Santa Rosa",11242,"No especificado",9,0.08
701,"Sololá",17373,"Concreto",4234,24.37
701,"Sololá",17373,"Lámina metálica",12824,73.82
701,"Sololá",17373,"Asbesto cemento",94,0.54
701,"Sololá",17373,"Teja",165,0.95
701,"Sololá",17373,"Paja, palma o similar",16,0.09
701,"Sololá",17373,"Material de desecho",2,0.01
701,"Sololá",17373,"Otro",2,0.01
701,"Sololá",17373,"No especificado",36,0.21
702,"San José Chacayá",934,"Concreto",124,13.28
702,"San José Chacayá",934,"Lámina metálica",807,86.4
702,"San José Chacayá",934,"Asbesto cemento",2,0.21
702,"San José Chacayá",934,"Teja",1,0.11
702,"San José Chacayá",934,"Paja, palma o similar",0,0
702,"San José Chacayá",934,"Material de desecho",0,0
702,"San José Chacayá",934,"Otro",0,0
702,"San José Chacayá",934,"No especificado",0,0
703,"Santa María Visitación",669,"Concreto",181,27.06
703,"Santa María Visitación",669,"Lámina metálica",485,72.5
703,"Santa María Visitación",669,"Asbesto cemento",0,0
703,"Santa María Visitación",669,"Teja",1,0.15
703,"Santa María Visitación",669,"Paja, palma o similar",0,0
703,"Santa María Visitación",669,"Material de desecho",0,0
703,"Santa María Visitación",669,"Otro",0,0
703,"Santa María Visitación",669,"No especificado",2,0.3
704,"Santa Lucía Utatlán",5921,"Concreto",1457,24.61
704,"Santa Lucía Utatlán",5921,"Lámina metálica",4426,74.75
704,"Santa Lucía Utatlán",5921,"Asbesto cemento",19,0.32
704,"Santa Lucía Utatlán",5921,"Teja",15,0.25
704,"Santa Lucía Utatlán",5921,"Paja, palma o similar",0,0
704,"Santa Lucía Utatlán",5921,"Material de desecho",0,0
704,"Santa Lucía Utatlán",5921,"Otro",0,0
704,"Santa Lucía Utatlán",5921,"No especificado",4,0.07
705,"Nahualá",17830,"Concreto",2644,14.83
705,"Nahualá",17830,"Lámina metálica",14708,82.49
705,"Nahualá",17830,"Asbesto cemento",282,1.58
705,"Nahualá",17830,"Teja",106,0.59
705,"Nahualá",17830,"Paja, palma o similar",7,0.04
705,"Nahualá",17830,"Material de desecho",1,0.01
705,"Nahualá",17830,"Otro",9,0.05
705,"Nahualá",17830,"No especificado",73,0.41
706,"Santa Catarina Ixtahuacán",13604,"Concreto",1524,11.2
706,"Santa Catarina Ixtahuacán",13604,"Lámina metálica",11792,86.68
706,"Santa Catarina Ixtahuacán",13604,"Asbesto cemento",232,1.71
706,"Santa Catarina Ixtahuacán",13604,"Teja",16,0.12
706,"Santa Catarina Ixtahuacán",13604,"Paja, palma o similar",10,0.07
706,"Santa Catarina Ixtahuacán",13604,"Material de desecho",2,0.01
706,"Santa Catarina Ixtahuacán",13604,"Otro",10,0.07
706,"Santa Catarina Ixtahuacán",13604,"No especificado",18,0.13
707,"Santa Clara la Laguna",2429,"Concreto",617,25.4
707,"Santa Clara la Laguna",2429,"Lámina metálica",1809,74.48
707,"Santa Clara la Laguna",2429,"Asbesto cemento",2,0.08
707,"Santa Clara la Laguna",2429,"Teja",1,0.04
707,"Santa Clara la Laguna",2429,"Paja, palma o similar",0,0
707,"Santa Clara la Laguna",2429,"Material de desecho",0,0
707,"Santa Clara la Laguna",2429,"Otro",0,0
707,"Santa Clara la Laguna",2429,"No especificado",0,0
708,"Concepción",1060,"Concreto",162,15.28
708,"Concepción",1060,"Lámina metálica",895,84.43
708,"Concepción",1060,"Asbesto cemento",1,0.09
708,"Concepción",1060,"Teja",1,0.09
708,"Concepción",1060,"Paja, palma o similar",0,0
708,"Concepción",1060,"Material de desecho",0,0
708,"Concepción",1060,"Otro",1,0.09
708,"Concepción",1060,"No especificado",0,0
709,"San Andrés Semetabaj",3229,"Concreto",605,18.74
709,"San Andrés Semetabaj",3229,"Lámina metálica",2610,80.83
709,"San Andrés Semetabaj",3229,"Asbesto cemento",4,0.12
709,"San Andrés Semetabaj",3229,"Teja",8,0.25
709,"San Andrés Semetabaj",3229,"Paja, palma o similar",0,0
709,"San Andrés Semetabaj",3229,"Material de desecho",0,0
709,"San Andrés Semetabaj",3229,"Otro",1,0.03
709,"San Andrés Semetabaj",3229,"No especificado",1,0.03
710,"Panajachel",4304,"Concreto",1633,37.94
710,"Panajachel",4304,"Lámina metálica",2461,57.18
710,"Panajachel",4304,"Asbesto cemento",83,1.93
710,"Panajachel",4304,"Teja",93,2.16
710,"Panajachel",4304,"Paja, palma o similar",0,0
710,"Panajachel",4304,"Material de desecho",1,0.02
710,"Panajachel",4304,"Otro",31,0.72
710,"Panajachel",4304,"No especificado",2,0.05
711,"Santa Catarina Palopó",1165,"Concreto",182,15.62
711,"Santa Catarina Palopó",1165,"Lámina metálica",874,75.02
711,"Santa Catarina Palopó",1165,"Asbesto cemento",5,0.43
711,"Santa Catarina Palopó",1165,"Teja",94,8.07
711,"Santa Catarina Palopó",1165,"Paja, palma o similar",4,0.34
711,"Santa Catarina Palopó",1165,"Material de desecho",0,0
711,"Santa Catarina Palopó",1165,"Otro",4,0.34
711,"Santa Catarina Palopó",1165,"No especificado",2,0.17
712,"San Antonio Palopó",3860,"Concreto",970,25.13
712,"San Antonio Palopó",3860,"Lámina metálica",2826,73.21
712,"San Antonio Palopó",3860,"Asbesto cemento",41,1.06
712,"San Antonio Palopó",3860,"Teja",17,0.44
712,"San Antonio Palopó",3860,"Paja, palma o similar",3,0.08
712,"San Antonio Palopó",3860,"Material de desecho",0,0
712,"San Antonio Palopó",3860,"Otro",2,0.05
712,"San Antonio Palopó",3860,"No especificado",1,0.03
713,"San Lucas Tolimán",7562,"Concreto",1251,16.54
713,"San Lucas Tolimán",7562,"Lámina metálica",6227,82.35
713,"San Lucas Tolimán",7562,"Asbesto cemento",9,0.12
713,"San Lucas Tolimán",7562,"Teja",48,0.63
713,"San Lucas Tolimán",7562,"Paja, palma o similar",2,0.03
713,"San Lucas Tolimán",7562,"Material de desecho",0,0
713,"San Lucas Tolimán",7562,"Otro",23,0.3
713,"San Lucas Tolimán",7562,"No especificado",2,0.03
714,"Santa Cruz la Laguna",1571,"Concreto",244,15.53
714,"Santa Cruz la Laguna",1571,"Lámina metálica",1294,82.37
714,"Santa Cruz la Laguna",1571,"Asbesto cemento",3,0.19
714,"Santa Cruz la Laguna",1571,"Teja",21,1.34
714,"Santa Cruz la Laguna",1571,"Paja, palma o similar",9,0.57
714,"Santa Cruz la Laguna",1571,"Material de desecho",0,0
714,"Santa Cruz la Laguna",1571,"Otro",0,0
714,"Santa Cruz la Laguna",1571,"No especificado",0,0
715,"San Pablo la Laguna",1957,"Concreto",282,14.41
715,"San Pablo la Laguna",1957,"Lámina metálica",1660,84.82
715,"San Pablo la Laguna",1957,"Asbesto cemento",2,0.1
715,"San Pablo la Laguna",1957,"Teja",3,0.15
715,"San Pablo la Laguna",1957,"Paja, palma o similar",0,0
715,"San Pablo la Laguna",1957,"Material de desecho",1,0.05
715,"San Pablo la Laguna",1957,"Otro",0,0
715,"San Pablo la Laguna",1957,"No especificado",9,0.46
716,"San Marcos la Laguna",675,"Concreto",62,9.19
716,"San Marcos la Laguna",675,"Lámina metálica",591,87.56
716,"San Marcos la Laguna",675,"Asbesto cemento",0,0
716,"San Marcos la Laguna",675,"Teja",13,1.93
716,"San Marcos la Laguna",675,"Paja, palma o similar",7,1.04
716,"San Marcos la Laguna",675,"Material de desecho",0,0
716,"San Marcos la Laguna",675,"Otro",2,0.3
716,"San Marcos la Laguna",675,"No especificado",0,0
717,"San Juan la Laguna",3078,"Concreto",449,14.59
717,"San Juan la Laguna",3078,"Lámina metálica",2606,84.67
717,"San Juan la Laguna",3078,"Asbesto cemento",17,0.55
717,"San Juan la Laguna",3078,"Teja",3,0.1
717,"San Juan la Laguna",3078,"Paja, palma o similar",1,0.03
717,"San Juan la Laguna",3078,"Material de desecho",0,0
717,"San Juan la Laguna",3078,"Otro",0,0
717,"San Juan la Laguna",3078,"No especificado",2,0.06
718,"San Pedro la Laguna",3229,"Concreto",1871,57.94
718,"San Pedro la Laguna",3229,"Lámina metálica",1340,41.5
718,"San Pedro la Laguna",3229,"Asbesto cemento",6,0.19
718,"San Pedro la Laguna",3229,"Teja",7,0.22
718,"San Pedro la Laguna",3229,"Paja, palma o similar",2,0.06
718,"San Pedro la Laguna",3229,"Material de desecho",0,0
718,"San Pedro la Laguna",3229,"Otro",1,0.03
718,"San Pedro la Laguna",3229,"No especificado",2,0.06
719,"Santiago Atitlán",11469,"Concreto",3510,30.6
719,"Santiago Atitlán",11469,"Lámina metálica",7801,68.02
719,"Santiago Atitlán",11469,"Asbesto cemento",16,0.14
719,"Santiago Atitlán",11469,"Teja",82,0.71
719,"Santiago Atitlán",11469,"Paja, palma o similar",5,0.04
719,"Santiago Atitlán",11469,"Material de desecho",0,0
719,"Santiago Atitlán",11469,"Otro",44,0.38
719,"Santiago Atitlán",11469,"No especificado",11,0.1
801,"Totonicapán",29701,"Concreto",8872,29.87
801,"Totonicapán",29701,"Lámina metálica",13020,43.84
801,"Totonicapán",29701,"Asbesto cemento",928,3.12
801,"Totonicapán",29701,"Teja",6806,22.92
801,"Totonicapán",29701,"Paja, palma o similar",13,0.04
801,"Totonicapán",29701,"Material de desecho",4,0.01
801,"Totonicapán",29701,"Otro",10,0.03
801,"Totonicapán",29701,"No especificado",48,0.16
802,"San Cristóbal Totonicapán",10371,"Concreto",3339,32.2
802,"San Cristóbal Totonicapán",10371,"Lámina metálica",2846,27.44
802,"San Cristóbal Totonicapán",10371,"Asbesto cemento",99,0.95
802,"San Cristóbal Totonicapán",10371,"Teja",4027,38.83
802,"San Cristóbal Totonicapán",10371,"Paja, palma o similar",22,0.21
802,"San Cristóbal Totonicapán",10371,"Material de desecho",0,0
802,"San Cristóbal Totonicapán",10371,"Otro",9,0.09
802,"San Cristóbal Totonicapán",10371,"No especificado",29,0.28
803,"San Francisco el Alto",14258,"Concreto",5443,38.18
803,"San Francisco el Alto",14258,"Lámina metálica",5284,37.06
803,"San Francisco el Alto",14258,"Asbesto cemento",390,2.74
803,"San Francisco el Alto",14258,"Teja",3091,21.68
803,"San Francisco el Alto",14258,"Paja, palma o similar",14,0.1
803,"San Francisco el Alto",14258,"Material de desecho",0,0
803,"San Francisco el Alto",14258,"Otro",3,0.02
803,"San Francisco el Alto",14258,"No especificado",33,0.23
804,"San Andrés Xecul",7495,"Concreto",3436,45.84
804,"San Andrés Xecul",7495,"Lámina metálica",1151,15.36
804,"San Andrés Xecul",7495,"Asbesto cemento",44,0.59
804,"San Andrés Xecul",7495,"Teja",2821,37.64
804,"San Andrés Xecul",7495,"Paja, palma o similar",5,0.07
804,"San Andrés Xecul",7495,"Material de desecho",1,0.01
804,"San Andrés Xecul",7495,"Otro",23,0.31
804,"San Andrés Xecul",7495,"No especificado",14,0.19
805,"Momostenango",26004,"Concreto",3738,14.37
805,"Momostenango",26004,"Lámina metálica",12615,48.51
805,"Momostenango",26004,"Asbesto cemento",352,1.35
805,"Momostenango",26004,"Teja",9167,35.25
805,"Momostenango",26004,"Paja, palma o similar",41,0.16
805,"Momostenango",26004,"Material de desecho",1,0
805,"Momostenango",26004,"Otro",16,0.06
805,"Momostenango",26004,"No especificado",74,0.28
806,"Santa María Chiquimula",11856,"Concreto",547,4.61
806,"Santa María Chiquimula",11856,"Lámina metálica",4352,36.71
806,"Santa María Chiquimula",11856,"Asbesto cemento",77,0.65
806,"Santa María Chiquimula",11856,"Teja",6810,57.44
806,"Santa María Chiquimula",11856,"Paja, palma o similar",37,0.31
806,"Santa María Chiquimula",11856,"Material de desecho",8,0.07
806,"Santa María Chiquimula",11856,"Otro",4,0.03
806,"Santa María Chiquimula",11856,"No especificado",21,0.18
807,"Santa Lucía la Reforma",5067,"Concreto",159,3.14
807,"Santa Lucía la Reforma",5067,"Lámina metálica",1322,26.09
807,"Santa Lucía la Reforma",5067,"Asbesto cemento",17,0.34
807,"Santa Lucía la Reforma",5067,"Teja",3541,69.88
807,"Santa Lucía la Reforma",5067,"Paja, palma o similar",7,0.14
807,"Santa Lucía la Reforma",5067,"Material de desecho",0,0
807,"Santa Lucía la Reforma",5067,"Otro",4,0.08
807,"Santa Lucía la Reforma",5067,"No especificado",17,0.34
808,"San Bartolo Aguas Calientes",2850,"Concreto",358,12.56
808,"San Bartolo Aguas Calientes",2850,"Lámina metálica",1648,57.82
808,"San Bartolo Aguas Calientes",2850,"Asbesto cemento",12,0.42
808,"San Bartolo Aguas Calientes",2850,"Teja",821,28.81
808,"San Bartolo Aguas Calientes",2850,"Paja, palma o similar",2,0.07
808,"San Bartolo Aguas Calientes",2850,"Material de desecho",0,0
808,"San Bartolo Aguas Calientes",2850,"Otro",2,0.07
808,"San Bartolo Aguas Calientes",2850,"No especificado",7,0.25
901,"Quetzaltenango",49123,"Concreto",29537,60.13
901,"Quetzaltenango",49123,"Lámina metálica",17971,36.58
901,"Quetzaltenango",49123,"Asbesto cemento",168,0.34
901,"Quetzaltenango",49123,"Teja",1269,2.58
901,"Quetzaltenango",49123,"Paja, palma o similar",5,0.01
901,"Quetzaltenango",49123,"Material de desecho",4,0.01
901,"Quetzaltenango",49123,"Otro",56,0.11
901,"Quetzaltenango",49123,"No especificado",113,0.23
902,"Salcajá",5520,"Concreto",3293,59.66
902,"Salcajá",5520,"Lámina metálica",1530,27.72
902,"Salcajá",5520,"Asbesto cemento",11,0.2
902,"Salcajá",5520,"Teja",669,12.12
902,"Salcajá",5520,"Paja, palma o similar",5,0.09
902,"Salcajá",5520,"Material de desecho",0,0
902,"Salcajá",5520,"Otro",10,0.18
902,"Salcajá",5520,"No especificado",2,0.04
903,"San Juan Olintepeque",9101,"Concreto",5238,57.55
903,"San Juan Olintepeque",9101,"Lámina metálica",2821,31
903,"San Juan Olintepeque",9101,"Asbesto cemento",24,0.26
903,"San Juan Olintepeque",9101,"Teja",992,10.9
903,"San Juan Olintepeque",9101,"Paja, palma o similar",2,0.02
903,"San Juan Olintepeque",9101,"Material de desecho",1,0.01
903,"San Juan Olintepeque",9101,"Otro",6,0.07
903,"San Juan Olintepeque",9101,"No especificado",17,0.19
904,"San Carlos Sija",9989,"Concreto",3135,31.38
904,"San Carlos Sija",9989,"Lámina metálica",4967,49.72
904,"San Carlos Sija",9989,"Asbesto cemento",43,0.43
904,"San Carlos Sija",9989,"Teja",1830,18.32
904,"San Carlos Sija",9989,"Paja, palma o similar",4,0.04
904,"San Carlos Sija",9989,"Material de desecho",0,0
904,"San Carlos Sija",9989,"Otro",2,0.02
904,"San Carlos Sija",9989,"No especificado",8,0.08
905,"Sibilia",2708,"Concreto",983,36.3
905,"Sibilia",2708,"Lámina metálica",1228,45.35
905,"Sibilia",2708,"Asbesto cemento",283,10.45
905,"Sibilia",2708,"Teja",210,7.75
905,"Sibilia",2708,"Paja, palma o similar",3,0.11
905,"Sibilia",2708,"Material de desecho",0,0
905,"Sibilia",2708,"Otro",1,0.04
905,"Sibilia",2708,"No especificado",0,0
906,"Cabricán",5989,"Concreto",1988,33.19
906,"Cabricán",5989,"Lámina metálica",2682,44.78
906,"Cabricán",5989,"Asbesto cemento",15,0.25
906,"Cabricán",5989,"Teja",1300,21.71
906,"Cabricán",5989,"Paja, palma o similar",3,0.05
906,"Cabricán",5989,"Material de desecho",0,0
906,"Cabricán",5989,"Otro",0,0
906,"Cabricán",5989,"No especificado",1,0.02
907,"Cajolá",4126,"Concreto",1496,36.26
907,"Cajolá",4126,"Lámina metálica",2389,57.9
907,"Cajolá",4126,"Asbesto cemento",109,2.64
907,"Cajolá",4126,"Teja",126,3.05
907,"Cajolá",4126,"Paja, palma o similar",1,0.02
907,"Cajolá",4126,"Material de desecho",1,0.02
907,"Cajolá",4126,"Otro",0,0
907,"Cajolá",4126,"No especificado",4,0.1
908,"San Miguel Siguilá",2059,"Concreto",964,46.82
908,"San Miguel Siguilá",2059,"Lámina metálica",1080,52.45
908,"San Miguel Siguilá",2059,"Asbesto cemento",4,0.19
908,"San Miguel Siguilá",2059,"Teja",8,0.39
908,"San Miguel Siguilá",2059,"Paja, palma o similar",1,0.05
908,"San Miguel Siguilá",2059,"Material de desecho",0,0
908,"San Miguel Siguilá",2059,"Otro",0,0
908,"San Miguel Siguilá",2059,"No especificado",2,0.1
909,"San Juan Ostuncalco",14391,"Concreto",5957,41.39
909,"San Juan Ostuncalco",14391,"Lámina metálica",8074,56.1
909,"San Juan Ostuncalco",14391,"Asbesto cemento",33,0.23
909,"San Juan Ostuncalco",14391,"Teja",244,1.7
909,"San Juan Ostuncalco",14391,"Paja, palma o similar",6,0.04
909,"San Juan Ostuncalco",14391,"Material de desecho",1,0.01
909,"San Juan Ostuncalco",14391,"Otro",5,0.03
909,"San Juan Ostuncalco",14391,"No especificado",71,0.49
910,"San Mateo",2004,"Concreto",931,46.46
910,"San Mateo",2004,"Lámina metálica",1047,52.25
910,"San Mateo",2004,"Asbesto cemento",2,0.1
910,"San Mateo",2004,"Teja",19,0.95
