"Código","Municipio","Total de personas","Relacion con el Jefe","Cantidad de Personas","Porcentaje de Poblacion"
606,"Oratorio",24954,"Jefe(a) de hogar",6248,25.04
606,"Oratorio",24954,"Esposa(o) o pareja",4205,16.85
606,"Oratorio",24954,"Hija(o) o hijastra(o)",11373,45.58
606,"Oratorio",24954,"Nuera o yerno",368,1.47
606,"Oratorio",24954,"Nieta o nieto",1808,7.25
606,"Oratorio",24954,"Hermana o hermano",178,0.71
606,"Oratorio",24954,"Madre o padre",126,0.5
606,"Oratorio",24954,"Suegra o suegro",53,0.21
606,"Oratorio",24954,"Cuñada o cuñado",56,0.22
606,"Oratorio",24954,"Otra(o) pariente",404,1.62
606,"Oratorio",24954,"No parientes",128,0.51
607,"San Juan Tecuaco",10122,"Jefe(a) de hogar",2117,20.91
607,"San Juan Tecuaco",10122,"Esposa(o) o pareja",1607,15.88
607,"San Juan Tecuaco",10122,"Hija(o) o hijastra(o)",5094,50.33
607,"San Juan Tecuaco",10122,"Nuera o yerno",224,2.21
607,"San Juan Tecuaco",10122,"Nieta o nieto",730,7.21
607,"San Juan Tecuaco",10122,"Hermana o hermano",79,0.78
607,"San Juan Tecuaco",10122,"Madre o padre",48,0.47
607,"San Juan Tecuaco",10122,"Suegra o suegro",10,0.1
607,"San Juan Tecuaco",10122,"Cuñada o cuñado",26,0.26
607,"San Juan Tecuaco",10122,"Otra(o) pariente",155,1.53
607,"San Juan Tecuaco",10122,"No parientes",32,0.32
608,"Chiquimulilla",53727,"Jefe(a) de hogar",13834,25.75
608,"Chiquimulilla",53727,"Esposa(o) o pareja",8930,16.62
608,"Chiquimulilla",53727,"Hija(o) o hijastra(o)",23314,43.39
608,"Chiquimulilla",53727,"Nuera o yerno",810,1.51
608,"Chiquimulilla",53727,"Nieta o nieto",3900,7.26
608,"Chiquimulilla",53727,"Hermana o hermano",574,1.07
608,"Chiquimulilla",53727,"Madre o padre",386,0.72
608,"Chiquimulilla",53727,"Suegra o suegro",150,0.28
608,"Chiquimulilla",53727,"Cuñada o cuñado",175,0.33
608,"Chiquimulilla",53727,"Otra(o) pariente",1181,2.2
608,"Chiquimulilla",53727,"No parientes",473,0.88
609,"Taxisco",29846,"Jefe(a) de hogar",7524,25.21
609,"Taxisco",29846,"Esposa(o) o pareja",5222,17.5
609,"Taxisco",29846,"Hija(o) o hijastra(o)",12727,42.64
609,"Taxisco",29846,"Nuera o yerno",434,1.45
609,"Taxisco",29846,"Nieta o nieto",2365,7.92
609,"Taxisco",29846,"Hermana o hermano",280,0.94
609,"Taxisco",29846,"Madre o padre",183,0.61
609,"Taxisco",29846,"Suegra o suegro",107,0.36
609,"Taxisco",29846,"Cuñada o cuñado",117,0.39
609,"Taxisco",29846,"Otra(o) pariente",612,2.05
609,"Taxisco",29846,"No parientes",258,0.86
610,"Santa María Ixhuatán",23801,"Jefe(a) de hogar",5912,24.84
610,"Santa María Ixhuatán",23801,"Esposa(o) o pareja",4026,16.92
610,"Santa María Ixhuatán",23801,"Hija(o) o hijastra(o)",11077,46.54
610,"Santa María Ixhuatán",23801,"Nuera o yerno",365,1.53
610,"Santa María Ixhuatán",23801,"Nieta o nieto",1552,6.52
610,"Santa María Ixhuatán",23801,"Hermana o hermano",179,0.75
610,"Santa María Ixhuatán",23801,"Madre o padre",116,0.49
610,"Santa María Ixhuatán",23801,"Suegra o suegro",37,0.16
610,"Santa María Ixhuatán",23801,"Cuñada o cuñado",59,0.25
610,"Santa María Ixhuatán",23801,"Otra(o) pariente",344,1.45
610,"Santa María Ixhuatán",23801,"No parientes",127,0.53
611,"Guazacapán",18855,"Jefe(a) de hogar",4575,24.26
611,"Guazacapán",18855,"Esposa(o) o pareja",3144,16.67
611,"Guazacapán",18855,"Hija(o) o hijastra(o)",8521,45.19
611,"Guazacapán",18855,"Nuera o yerno",320,1.7
611,"Guazacapán",18855,"Nieta o nieto",1383,7.33
611,"Guazacapán",18855,"Hermana o hermano",186,0.99
611,"Guazacapán",18855,"Madre o padre",129,0.68
611,"Guazacapán",18855,"Suegra o suegro",51,0.27
611,"Guazacapán",18855,"Cuñada o cuñado",72,0.38
611,"Guazacapán",18855,"Otra(o) pariente",337,1.79
611,"Guazacapán",18855,"No parientes",137,0.73
612,"Santa Cruz Naranjo",16385,"Jefe(a) de hogar",4116,25.12
612,"Santa Cruz Naranjo",16385,"Esposa(o) o pareja",2825,17.24
612,"Santa Cruz Naranjo",16385,"Hija(o) o hijastra(o)",7471,45.6
612,"Santa Cruz Naranjo",16385,"Nuera o yerno",176,1.07
612,"Santa Cruz Naranjo",16385,"Nieta o nieto",992,6.05
612,"Santa Cruz Naranjo",16385,"Hermana o hermano",195,1.19
612,"Santa Cruz Naranjo",16385,"Madre o padre",112,0.68
612,"Santa Cruz Naranjo",16385,"Suegra o suegro",34,0.21
612,"Santa Cruz Naranjo",16385,"Cuñada o cuñado",53,0.32
612,"Santa Cruz Naranjo",16385,"Otra(o) pariente",311,1.9
612,"Santa Cruz Naranjo",16385,"No parientes",96,0.59
613,"Pueblo Nuevo Viñas",25529,"Jefe(a) de hogar",6199,24.28
613,"Pueblo Nuevo Viñas",25529,"Esposa(o) o pareja",4290,16.8
613,"Pueblo Nuevo Viñas",25529,"Hija(o) o hijastra(o)",12159,47.63
613,"Pueblo Nuevo Viñas",25529,"Nuera o yerno",241,0.94
613,"Pueblo Nuevo Viñas",25529,"Nieta o nieto",1634,6.4
613,"Pueblo Nuevo Viñas",25529,"Hermana o hermano",190,0.74
613,"Pueblo Nuevo Viñas",25529,"Madre o padre",146,0.57
613,"Pueblo Nuevo Viñas",25529,"Suegra o suegro",54,0.21
613,"Pueblo Nuevo Viñas",25529,"Cuñada o cuñado",63,0.25
613,"Pueblo Nuevo Viñas",25529,"Otra(o) pariente",368,1.44
613,"Pueblo Nuevo Viñas",25529,"No parientes",170,0.67
614,"Nueva Santa Rosa",36454,"Jefe(a) de hogar",9273,25.44
614,"Nueva Santa Rosa",36454,"Esposa(o) o pareja",6108,16.76
614,"Nueva Santa Rosa",36454,"Hija(o) o hijastra(o)",16555,45.41
614,"Nueva Santa Rosa",36454,"Nuera o yerno",518,1.42
614,"Nueva Santa Rosa",36454,"Nieta o nieto",2372,6.51
614,"Nueva Santa Rosa",36454,"Hermana o hermano",374,1.03
614,"Nueva Santa Rosa",36454,"Madre o padre",252,0.69
614,"Nueva Santa Rosa",36454,"Suegra o suegro",68,0.19
614,"Nueva Santa Rosa",36454,"Cuñada o cuñado",87,0.24
614,"Nueva Santa Rosa",36454,"Otra(o) pariente",617,1.69
614,"Nueva Santa Rosa",36454,"No parientes",184,0.5
701,"Sololá",88612,"Jefe(a) de hogar",14799,16.7
701,"Sololá",88612,"Esposa(o) o pareja",11319,12.77
701,"Sololá",88612,"Hija(o) o hijastra(o)",47786,53.93
701,"Sololá",88612,"Nuera o yerno",3215,3.63
701,"Sololá",88612,"Nieta o nieto",6761,7.63
701,"Sololá",88612,"Hermana o hermano",971,1.1
701,"Sololá",88612,"Madre o padre",1319,1.49
701,"Sololá",88612,"Suegra o suegro",215,0.24
701,"Sololá",88612,"Cuñada o cuñado",252,0.28
701,"Sololá",88612,"Otra(o) pariente",1495,1.69
701,"Sololá",88612,"No parientes",418,0.47
702,"San José Chacayá",4068,"Jefe(a) de hogar",745,18.31
702,"San José Chacayá",4068,"Esposa(o) o pareja",590,14.5
702,"San José Chacayá",4068,"Hija(o) o hijastra(o)",2209,54.3
702,"San José Chacayá",4068,"Nuera o yerno",107,2.63
702,"San José Chacayá",4068,"Nieta o nieto",246,6.05
702,"San José Chacayá",4068,"Hermana o hermano",26,0.64
702,"San José Chacayá",4068,"Madre o padre",43,1.06
702,"San José Chacayá",4068,"Suegra o suegro",24,0.59
702,"San José Chacayá",4068,"Cuñada o cuñado",10,0.25
702,"San José Chacayá",4068,"Otra(o) pariente",48,1.18
702,"San José Chacayá",4068,"No parientes",20,0.49
703,"Santa María Visitación",2370,"Jefe(a) de hogar",548,23.12
703,"Santa María Visitación",2370,"Esposa(o) o pareja",389,16.41
703,"Santa María Visitación",2370,"Hija(o) o hijastra(o)",1201,50.68
703,"Santa María Visitación",2370,"Nuera o yerno",44,1.86
703,"Santa María Visitación",2370,"Nieta o nieto",112,4.73
703,"Santa María Visitación",2370,"Hermana o hermano",9,0.38
703,"Santa María Visitación",2370,"Madre o padre",15,0.63
703,"Santa María Visitación",2370,"Suegra o suegro",4,0.17
703,"Santa María Visitación",2370,"Cuñada o cuñado",3,0.13
703,"Santa María Visitación",2370,"Otra(o) pariente",31,1.31
703,"Santa María Visitación",2370,"No parientes",9,0.38
704,"Santa Lucía Utatlán",21284,"Jefe(a) de hogar",4701,22.09
704,"Santa Lucía Utatlán",21284,"Esposa(o) o pareja",3342,15.7
704,"Santa Lucía Utatlán",21284,"Hija(o) o hijastra(o)",10513,49.39
704,"Santa Lucía Utatlán",21284,"Nuera o yerno",488,2.29
704,"Santa Lucía Utatlán",21284,"Nieta o nieto",1225,5.76
704,"Santa Lucía Utatlán",21284,"Hermana o hermano",226,1.06
704,"Santa Lucía Utatlán",21284,"Madre o padre",321,1.51
704,"Santa Lucía Utatlán",21284,"Suegra o suegro",81,0.38
704,"Santa Lucía Utatlán",21284,"Cuñada o cuñado",47,0.22
704,"Santa Lucía Utatlán",21284,"Otra(o) pariente",282,1.32
704,"Santa Lucía Utatlán",21284,"No parientes",53,0.25
705,"Nahualá",75430,"Jefe(a) de hogar",14721,19.52
705,"Nahualá",75430,"Esposa(o) o pareja",10817,14.34
705,"Nahualá",75430,"Hija(o) o hijastra(o)",38095,50.5
705,"Nahualá",75430,"Nuera o yerno",3018,4
705,"Nahualá",75430,"Nieta o nieto",5360,7.11
705,"Nahualá",75430,"Hermana o hermano",644,0.85
705,"Nahualá",75430,"Madre o padre",986,1.31
705,"Nahualá",75430,"Suegra o suegro",328,0.43
705,"Nahualá",75430,"Cuñada o cuñado",170,0.23
705,"Nahualá",75430,"Otra(o) pariente",990,1.31
705,"Nahualá",75430,"No parientes",301,0.4
706,"Santa Catarina Ixtahuacán",56981,"Jefe(a) de hogar",11509,20.2
706,"Santa Catarina Ixtahuacán",56981,"Esposa(o) o pareja",8521,14.95
706,"Santa Catarina Ixtahuacán",56981,"Hija(o) o hijastra(o)",29512,51.79
706,"Santa Catarina Ixtahuacán",56981,"Nuera o yerno",1847,3.24
706,"Santa Catarina Ixtahuacán",56981,"Nieta o nieto",3197,5.61
706,"Santa Catarina Ixtahuacán",56981,"Hermana o hermano",441,0.77
706,"Santa Catarina Ixtahuacán",56981,"Madre o padre",672,1.18
706,"Santa Catarina Ixtahuacán",56981,"Suegra o suegro",261,0.46
706,"Santa Catarina Ixtahuacán",56981,"Cuñada o cuñado",147,0.26
706,"Santa Catarina Ixtahuacán",56981,"Otra(o) pariente",688,1.21
706,"Santa Catarina Ixtahuacán",56981,"No parientes",186,0.33
707,"Santa Clara la Laguna",9405,"Jefe(a) de hogar",2112,22.46
707,"Santa Clara la Laguna",9405,"Esposa(o) o pareja",1596,16.97
707,"Santa Clara la Laguna",9405,"Hija(o) o hijastra(o)",4923,52.34
707,"Santa Clara la Laguna",9405,"Nuera o yerno",163,1.73
707,"Santa Clara la Laguna",9405,"Nieta o nieto",349,3.71
707,"Santa Clara la Laguna",9405,"Hermana o hermano",46,0.49
707,"Santa Clara la Laguna",9405,"Madre o padre",75,0.8
707,"Santa Clara la Laguna",9405,"Suegra o suegro",21,0.22
707,"Santa Clara la Laguna",9405,"Cuñada o cuñado",11,0.12
707,"Santa Clara la Laguna",9405,"Otra(o) pariente",84,0.89
707,"Santa Clara la Laguna",9405,"No parientes",20,0.21
708,"Concepción",6601,"Jefe(a) de hogar",947,14.35
708,"Concepción",6601,"Esposa(o) o pareja",814,12.33
708,"Concepción",6601,"Hija(o) o hijastra(o)",3791,57.43
708,"Concepción",6601,"Nuera o yerno",272,4.12
708,"Concepción",6601,"Nieta o nieto",506,7.67
708,"Concepción",6601,"Hermana o hermano",30,0.45
708,"Concepción",6601,"Madre o padre",94,1.42
708,"Concepción",6601,"Suegra o suegro",8,0.12
708,"Concepción",6601,"Cuñada o cuñado",6,0.09
708,"Concepción",6601,"Otra(o) pariente",98,1.48
708,"Concepción",6601,"No parientes",35,0.53
709,"San Andrés Semetabaj",13142,"Jefe(a) de hogar",2648,20.15
709,"San Andrés Semetabaj",13142,"Esposa(o) o pareja",1931,14.69
709,"San Andrés Semetabaj",13142,"Hija(o) o hijastra(o)",6963,52.98
709,"San Andrés Semetabaj",13142,"Nuera o yerno",269,2.05
709,"San Andrés Semetabaj",13142,"Nieta o nieto",659,5.01
709,"San Andrés Semetabaj",13142,"Hermana o hermano",110,0.84
709,"San Andrés Semetabaj",13142,"Madre o padre",153,1.16
709,"San Andrés Semetabaj",13142,"Suegra o suegro",68,0.52
709,"San Andrés Semetabaj",13142,"Cuñada o cuñado",53,0.4
709,"San Andrés Semetabaj",13142,"Otra(o) pariente",147,1.12
709,"San Andrés Semetabaj",13142,"No parientes",63,0.48
710,"Panajachel",15077,"Jefe(a) de hogar",3689,24.47
710,"Panajachel",15077,"Esposa(o) o pareja",2416,16.02
710,"Panajachel",15077,"Hija(o) o hijastra(o)",7209,47.81
710,"Panajachel",15077,"Nuera o yerno",254,1.68
710,"Panajachel",15077,"Nieta o nieto",734,4.87
710,"Panajachel",15077,"Hermana o hermano",159,1.05
710,"Panajachel",15077,"Madre o padre",124,0.82
710,"Panajachel",15077,"Suegra o suegro",53,0.35
710,"Panajachel",15077,"Cuñada o cuñado",41,0.27
710,"Panajachel",15077,"Otra(o) pariente",249,1.65
710,"Panajachel",15077,"No parientes",101,0.67
711,"Santa Catarina Palopó",3924,"Jefe(a) de hogar",741,18.88
711,"Santa Catarina Palopó",3924,"Esposa(o) o pareja",543,13.84
711,"Santa Catarina Palopó",3924,"Hija(o) o hijastra(o)",2317,59.05
711,"Santa Catarina Palopó",3924,"Nuera o yerno",63,1.61
711,"Santa Catarina Palopó",3924,"Nieta o nieto",140,3.57
711,"Santa Catarina Palopó",3924,"Hermana o hermano",18,0.46
711,"Santa Catarina Palopó",3924,"Madre o padre",22,0.56
711,"Santa Catarina Palopó",3924,"Suegra o suegro",6,0.15
711,"Santa Catarina Palopó",3924,"Cuñada o cuñado",5,0.13
711,"Santa Catarina Palopó",3924,"Otra(o) pariente",51,1.3
711,"Santa Catarina Palopó",3924,"No parientes",18,0.46
712,"San Antonio Palopó",14437,"Jefe(a) de hogar",3268,22.64
712,"San Antonio Palopó",14437,"Esposa(o) o pareja",2257,15.63
712,"San Antonio Palopó",14437,"Hija(o) o hijastra(o)",7741,53.62
712,"San Antonio Palopó",14437,"Nuera o yerno",208,1.44
712,"San Antonio Palopó",14437,"Nieta o nieto",566,3.92
712,"San Antonio Palopó",14437,"Hermana o hermano",79,0.55
712,"San Antonio Palopó",14437,"Madre o padre",93,0.64
712,"San Antonio Palopó",14437,"Suegra o suegro",34,0.24
712,"San Antonio Palopó",14437,"Cuñada o cuñado",28,0.19
712,"San Antonio Palopó",14437,"Otra(o) pariente",117,0.81
712,"San Antonio Palopó",14437,"No parientes",46,0.32
713,"San Lucas Tolimán",29772,"Jefe(a) de hogar",6402,21.5
713,"San Lucas Tolimán",29772,"Esposa(o) o pareja",5051,16.97
713,"San Lucas Tolimán",29772,"Hija(o) o hijastra(o)",15567,52.29
713,"San Lucas Tolimán",29772,"Nuera o yerno",401,1.35
713,"San Lucas Tolimán",29772,"Nieta o nieto",1006,3.38
713,"San Lucas Tolimán",29772,"Hermana o hermano",305,1.02
713,"San Lucas Tolimán",29772,"Madre o padre",370,1.24
713,"San Lucas Tolimán",29772,"Suegra o suegro",114,0.38
713,"San Lucas Tolimán",29772,"Cuñada o cuñado",66,0.22
713,"San Lucas Tolimán",29772,"Otra(o) pariente",337,1.13
713,"San Lucas Tolimán",29772,"No parientes",97,0.33
714,"Santa Cruz la Laguna",5820,"Jefe(a) de hogar",1163,19.98
714,"Santa Cruz la Laguna",5820,"Esposa(o) o pareja",916,15.74
714,"Santa Cruz la Laguna",5820,"Hija(o) o hijastra(o)",3338,57.35
714,"Santa Cruz la Laguna",5820,"Nuera o yerno",76,1.31
714,"Santa Cruz la Laguna",5820,"Nieta o nieto",216,3.71
714,"Santa Cruz la Laguna",5820,"Hermana o hermano",28,0.48
714,"Santa Cruz la Laguna",5820,"Madre o padre",16,0.27
714,"Santa Cruz la Laguna",5820,"Suegra o suegro",8,0.14
714,"Santa Cruz la Laguna",5820,"Cuñada o cuñado",4,0.07
714,"Santa Cruz la Laguna",5820,"Otra(o) pariente",40,0.69
714,"Santa Cruz la Laguna",5820,"No parientes",15,0.26
715,"San Pablo la Laguna",7299,"Jefe(a) de hogar",1730,23.7
715,"San Pablo la Laguna",7299,"Esposa(o) o pareja",1384,18.96
715,"San Pablo la Laguna",7299,"Hija(o) o hijastra(o)",3509,48.08
715,"San Pablo la Laguna",7299,"Nuera o yerno",154,2.11
715,"San Pablo la Laguna",7299,"Nieta o nieto",331,4.53
715,"San Pablo la Laguna",7299,"Hermana o hermano",21,0.29
715,"San Pablo la Laguna",7299,"Madre o padre",52,0.71
715,"San Pablo la Laguna",7299,"Suegra o suegro",15,0.21
715,"San Pablo la Laguna",7299,"Cuñada o cuñado",5,0.07
715,"San Pablo la Laguna",7299,"Otra(o) pariente",74,1.01
715,"San Pablo la Laguna",7299,"No parientes",23,0.32
716,"San Marcos la Laguna",2617,"Jefe(a) de hogar",545,20.83
716,"San Marcos la Laguna",2617,"Esposa(o) o pareja",376,14.37
716,"San Marcos la Laguna",2617,"Hija(o) o hijastra(o)",1336,51.05
716,"San Marcos la Laguna",2617,"Nuera o yerno",55,2.1
716,"San Marcos la Laguna",2617,"Nieta o nieto",158,6.04
716,"San Marcos la Laguna",2617,"Hermana o hermano",38,1.45
716,"San Marcos la Laguna",2617,"Madre o padre",35,1.34
716,"San Marcos la Laguna",2617,"Suegra o suegro",8,0.31
716,"San Marcos la Laguna",2617,"Cuñada o cuñado",8,0.31
716,"San Marcos la Laguna",2617,"Otra(o) pariente",47,1.8
716,"San Marcos la Laguna",2617,"No parientes",11,0.42
717,"San Juan la Laguna",12162,"Jefe(a) de hogar",2633,21.65
717,"San Juan la Laguna",12162,"Esposa(o) o pareja",2132,17.53
717,"San Juan la Laguna",12162,"Hija(o) o hijastra(o)",6189,50.89
717,"San Juan la Laguna",12162,"Nuera o yerno",257,2.11
717,"San Juan la Laguna",12162,"Nieta o nieto",601,4.94
717,"San Juan la Laguna",12162,"Hermana o hermano",60,0.49
717,"San Juan la Laguna",12162,"Madre o padre",82,0.67
717,"San Juan la Laguna",12162,"Suegra o suegro",27,0.22
717,"San Juan la Laguna",12162,"Cuñada o cuñado",18,0.15
717,"San Juan la Laguna",12162,"Otra(o) pariente",126,1.04
717,"San Juan la Laguna",12162,"No parientes",37,0.3
718,"San Pedro la Laguna",10705,"Jefe(a) de hogar",2632,24.59
718,"San Pedro la Laguna",10705,"Esposa(o) o pareja",1953,18.24
718,"San Pedro la Laguna",10705,"Hija(o) o hijastra(o)",4566,42.65
718,"San Pedro la Laguna",10705,"Nuera o yerno",333,3.11
718,"San Pedro la Laguna",10705,"Nieta o nieto",684,6.39
718,"San Pedro la Laguna",10705,"Hermana o hermano",115,1.07
718,"San Pedro la Laguna",10705,"Madre o padre",143,1.34
718,"San Pedro la Laguna",10705,"Suegra o suegro",44,0.41
718,"San Pedro la Laguna",10705,"Cuñada o cuñado",19,0.18
718,"San Pedro la Laguna",10705,"Otra(o) pariente",162,1.51
718,"San Pedro la Laguna",10705,"No parientes",40,0.37
719,"Santiago Atitlán",41877,"Jefe(a) de hogar",10074,24.06
719,"Santiago Atitlán",41877,"Esposa(o) o pareja",7893,18.85
719,"Santiago Atitlán",41877,"Hija(o) o hijastra(o)",21265,50.78
719,"Santiago Atitlán",41877,"Nuera o yerno",412,0.98
719,"Santiago Atitlán",41877,"Nieta o nieto",823,1.97
719,"Santiago Atitlán",41877,"Hermana o hermano",335,0.8
719,"Santiago Atitlán",41877,"Madre o padre",322,0.77
719,"Santiago Atitlán",41877,"Suegra o suegro",90,0.21
719,"Santiago Atitlán",41877,"Cuñada o cuñado",46,0.11
719,"Santiago Atitlán",41877,"Otra(o) pariente",451,1.08
719,"Santiago Atitlán",41877,"No parientes",121,0.29
801,"Totonicapán",103952,"Jefe(a) de hogar",22860,21.99
801,"Totonicapán",103952,"Esposa(o) o pareja",15792,15.19
801,"Totonicapán",103952,"Hija(o) o hijastra(o)",49151,47.28
801,"Totonicapán",103952,"Nuera o yerno",3094,2.98
801,"Totonicapán",103952,"Nieta o nieto",7318,7.04
801,"Totonicapán",103952,"Hermana o hermano",1246,1.2
801,"Totonicapán",103952,"Madre o padre",1327,1.28
801,"Totonicapán",103952,"Suegra o suegro",401,0.39
801,"Totonicapán",103952,"Cuñada o cuñado",301,0.29
801,"Totonicapán",103952,"Otra(o) pariente",1808,1.74
801,"Totonicapán",103952,"No parientes",575,0.55
802,"San Cristóbal Totonicapán",36119,"Jefe(a) de hogar",7441,20.6
802,"San Cristóbal Totonicapán",36119,"Esposa(o) o pareja",5109,14.14
802,"San Cristóbal Totonicapán",36119,"Hija(o) o hijastra(o)",17301,47.9
802,"San Cristóbal Totonicapán",36119,"Nuera o yerno",1027,2.84
802,"San Cristóbal Totonicapán",36119,"Nieta o nieto",2626,7.27
802,"San Cristóbal Totonicapán",36119,"Hermana o hermano",449,1.24
802,"San Cristóbal Totonicapán",36119,"Madre o padre",407,1.13
802,"San Cristóbal Totonicapán",36119,"Suegra o suegro",109,0.3
802,"San Cristóbal Totonicapán",36119,"Cuñada o cuñado",101,0.28
802,"San Cristóbal Totonicapán",36119,"Otra(o) pariente",1209,3.35
802,"San Cristóbal Totonicapán",36119,"No parientes",311,0.86
803,"San Francisco el Alto",57894,"Jefe(a) de hogar",10726,18.53
803,"San Francisco el Alto",57894,"Esposa(o) o pareja",7761,13.41
803,"San Francisco el Alto",57894,"Hija(o) o hijastra(o)",28011,48.38
803,"San Francisco el Alto",57894,"Nuera o yerno",2236,3.86
803,"San Francisco el Alto",57894,"Nieta o nieto",5382,9.3
803,"San Francisco el Alto",57894,"Hermana o hermano",564,0.97
803,"San Francisco el Alto",57894,"Madre o padre",673,1.16
803,"San Francisco el Alto",57894,"Suegra o suegro",127,0.22
803,"San Francisco el Alto",57894,"Cuñada o cuñado",106,0.18
803,"San Francisco el Alto",57894,"Otra(o) pariente",1772,3.06
803,"San Francisco el Alto",57894,"No parientes",498,0.86
804,"San Andrés Xecul",26984,"Jefe(a) de hogar",5214,19.32
804,"San Andrés Xecul",26984,"Esposa(o) o pareja",3772,13.98
804,"San Andrés Xecul",26984,"Hija(o) o hijastra(o)",14218,52.69
804,"San Andrés Xecul",26984,"Nuera o yerno",841,3.12
804,"San Andrés Xecul",26984,"Nieta o nieto",1811,6.71
804,"San Andrés Xecul",26984,"Hermana o hermano",226,0.84
804,"San Andrés Xecul",26984,"Madre o padre",208,0.77
804,"San Andrés Xecul",26984,"Suegra o suegro",58,0.21
804,"San Andrés Xecul",26984,"Cuñada o cuñado",45,0.17
804,"San Andrés Xecul",26984,"Otra(o) pariente",479,1.78
804,"San Andrés Xecul",26984,"No parientes",111,0.41
805,"Momostenango",105617,"Jefe(a) de hogar",17439,16.51
805,"Momostenango",105617,"Esposa(o) o pareja",13229,12.53
805,"Momostenango",105617,"Hija(o) o hijastra(o)",54690,51.78
805,"Momostenango",105617,"Nuera o yerno",3991,3.78
805,"Momostenango",105617,"Nieta o nieto",10728,10.16
805,"Momostenango",105617,"Hermana o hermano",1000,0.95
805,"Momostenango",105617,"Madre o padre",1357,1.28
805,"Momostenango",105617,"Suegra o suegro",214,0.2
805,"Momostenango",105617,"Cuñada o cuñado",197,0.19
805,"Momostenango",105617,"Otra(o) pariente",2214,2.1
805,"Momostenango",105617,"No parientes",542,0.51
806,"Santa María Chiquimula",55013,"Jefe(a) de hogar",8711,15.83
806,"Santa María Chiquimula",55013,"Esposa(o) o pareja",6925,12.59
806,"Santa María Chiquimula",55013,"Hija(o) o hijastra(o)",30650,55.71
806,"Santa María Chiquimula",55013,"Nuera o yerno",1688,3.07
806,"Santa María Chiquimula",55013,"Nieta o nieto",4055,7.37
806,"Santa María Chiquimula",55013,"Hermana o hermano",697,1.27
806,"Santa María Chiquimula",55013,"Madre o padre",720,1.31
806,"Santa María Chiquimula",55013,"Suegra o suegro",127,0.23
806,"Santa María Chiquimula",55013,"Cuñada o cuñado",153,0.28
806,"Santa María Chiquimula",55013,"Otra(o) pariente",1031,1.87
806,"Santa María Chiquimula",55013,"No parientes",248,0.45
807,"Santa Lucía la Reforma",22378,"Jefe(a) de hogar",3183,14.22
807,"Santa Lucía la Reforma",22378,"Esposa(o) o pareja",2549,11.39
807,"Santa Lucía la Reforma",22378,"Hija(o) o hijastra(o)",12315,55.03
807,"Santa Lucía la Reforma",22378,"Nuera o yerno",1027,4.59
807,"Santa Lucía la Reforma",22378,"Nieta o nieto",2246,10.04
807,"Santa Lucía la Reforma",22378,"Hermana o hermano",240,1.07
807,"Santa Lucía la Reforma",22378,"Madre o padre",275,1.23
807,"Santa Lucía la Reforma",22378,"Suegra o suegro",37,0.17
807,"Santa Lucía la Reforma",22378,"Cuñada o cuñado",31,0.14
807,"Santa Lucía la Reforma",22378,"Otra(o) pariente",400,1.79
807,"Santa Lucía la Reforma",22378,"No parientes",74,0.33
808,"San Bartolo Aguas Calientes",10612,"Jefe(a) de hogar",1956,18.43
808,"San Bartolo Aguas Calientes",10612,"Esposa(o) o pareja",1360,12.82
808,"San Bartolo Aguas Calientes",10612,"Hija(o) o hijastra(o)",5563,52.42
808,"San Bartolo Aguas Calientes",10612,"Nuera o yerno",250,2.36
808,"San Bartolo Aguas Calientes",10612,"Nieta o nieto",957,9.02
808,"San Bartolo Aguas Calientes",10612,"Hermana o hermano",81,0.76
808,"San Bartolo Aguas Calientes",10612,"Madre o padre",146,1.38
808,"San Bartolo Aguas Calientes",10612,"Suegra o suegro",28,0.26
808,"San Bartolo Aguas Calientes",10612,"Cuñada o cuñado",13,0.12
808,"San Bartolo Aguas Calientes",10612,"Otra(o) pariente",193,1.82
808,"San Bartolo Aguas Calientes",10612,"No parientes",59,0.56
901,"Quetzaltenango",180706,"Jefe(a) de hogar",42642,23.6
901,"Quetzaltenango",180706,"Esposa(o) o pareja",28520,15.78
901,"Quetzaltenango",180706,"Hija(o) o hijastra(o)",80154,44.36
901,"Quetzaltenango",180706,"Nuera o yerno",3211,1.78
901,"Quetzaltenango",180706,"Nieta o nieto",11518,6.37
901,"Quetzaltenango",180706,"Hermana o hermano",3047,1.69
901,"Quetzaltenango",180706,"Madre o padre",1978,1.09
901,"Quetzaltenango",180706,"Suegra o suegro",840,0.46
901,"Quetzaltenango",180706,"Cuñada o cuñado",776,0.43
901,"Quetzaltenango",180706,"Otra(o) pariente",4717,2.61
901,"Quetzaltenango",180706,"No parientes",2281,1.26
902,"Salcajá",19434,"Jefe(a) de hogar",4716,24.27
902,"Salcajá",19434,"Esposa(o) o pareja",3110,16
902,"Salcajá",19434,"Hija(o) o hijastra(o)",8370,43.07
902,"Salcajá",19434,"Nuera o yerno",389,2
902,"Salcajá",19434,"Nieta o nieto",1352,6.96
902,"Salcajá",19434,"Hermana o hermano",275,1.42
902,"Salcajá",19434,"Madre o padre",159,0.82
902,"Salcajá",19434,"Suegra o suegro",98,0.5
902,"Salcajá",19434,"Cuñada o cuñado",87,0.45
902,"Salcajá",19434,"Otra(o) pariente",518,2.67
902,"Salcajá",19434,"No parientes",219,1.13
903,"San Juan Olintepeque",35060,"Jefe(a) de hogar",7892,22.51
