"Código","Municipio","Total de viviendas particulares","Material Predominante de la Pared","Cantidad de Viviendas","Porcentaje de Viviendas Particulares"
1502,"San Miguel Chicaj",8757,"Lepa, palo o caña",13,0.15
1502,"San Miguel Chicaj",8757,"Material de desecho",4,0.05
1502,"San Miguel Chicaj",8757,"Otro",5,0.06
1502,"San Miguel Chicaj",8757,"No especificado",13,0.15
1503,"Rabinal",12033,"Ladrillo",62,0.52
1503,"Rabinal",12033,"Block",4253,35.34
1503,"Rabinal",12033,"Concreto",133,1.11
1503,"Rabinal",12033,"Adobe",6734,55.96
1503,"Rabinal",12033,"Madera",737,6.12
1503,"Rabinal",12033,"Lamina metálica",37,0.31
1503,"Rabinal",12033,"Bajareque",29,0.24
1503,"Rabinal",12033,"Lepa, palo o caña",37,0.31
1503,"Rabinal",12033,"Material de desecho",3,0.02
1503,"Rabinal",12033,"Otro",7,0.06
1503,"Rabinal",12033,"No especificado",1,0.01
1504,"Cubulco",17440,"Ladrillo",42,0.24
1504,"Cubulco",17440,"Block",3572,20.48
1504,"Cubulco",17440,"Concreto",387,2.22
1504,"Cubulco",17440,"Adobe",11340,65.02
1504,"Cubulco",17440,"Madera",1549,8.88
1504,"Cubulco",17440,"Lamina metálica",38,0.22
1504,"Cubulco",17440,"Bajareque",265,1.52
1504,"Cubulco",17440,"Lepa, palo o caña",218,1.25
1504,"Cubulco",17440,"Material de desecho",3,0.02
1504,"Cubulco",17440,"Otro",14,0.08
1504,"Cubulco",17440,"No especificado",12,0.07
1505,"Granados",4595,"Ladrillo",13,0.28
1505,"Granados",4595,"Block",2234,48.62
1505,"Granados",4595,"Concreto",11,0.24
1505,"Granados",4595,"Adobe",1775,38.63
1505,"Granados",4595,"Madera",379,8.25
1505,"Granados",4595,"Lamina metálica",71,1.55
1505,"Granados",4595,"Bajareque",12,0.26
1505,"Granados",4595,"Lepa, palo o caña",98,2.13
1505,"Granados",4595,"Material de desecho",0,0
1505,"Granados",4595,"Otro",1,0.02
1505,"Granados",4595,"No especificado",1,0.02
1506,"Santa Cruz El Chol",3293,"Ladrillo",11,0.33
1506,"Santa Cruz El Chol",3293,"Block",1278,38.81
1506,"Santa Cruz El Chol",3293,"Concreto",34,1.03
1506,"Santa Cruz El Chol",3293,"Adobe",1804,54.78
1506,"Santa Cruz El Chol",3293,"Madera",100,3.04
1506,"Santa Cruz El Chol",3293,"Lamina metálica",41,1.25
1506,"Santa Cruz El Chol",3293,"Bajareque",13,0.39
1506,"Santa Cruz El Chol",3293,"Lepa, palo o caña",7,0.21
1506,"Santa Cruz El Chol",3293,"Material de desecho",1,0.03
1506,"Santa Cruz El Chol",3293,"Otro",3,0.09
1506,"Santa Cruz El Chol",3293,"No especificado",1,0.03
1507,"San Jerónimo",7611,"Ladrillo",47,0.62
1507,"San Jerónimo",7611,"Block",4213,55.35
1507,"San Jerónimo",7611,"Concreto",42,0.55
1507,"San Jerónimo",7611,"Adobe",2228,29.27
1507,"San Jerónimo",7611,"Madera",948,12.46
1507,"San Jerónimo",7611,"Lamina metálica",50,0.66
1507,"San Jerónimo",7611,"Bajareque",5,0.07
1507,"San Jerónimo",7611,"Lepa, palo o caña",72,0.95
1507,"San Jerónimo",7611,"Material de desecho",1,0.01
1507,"San Jerónimo",7611,"Otro",4,0.05
1507,"San Jerónimo",7611,"No especificado",1,0.01
1508,"Purulhá",11470,"Ladrillo",9,0.08
1508,"Purulhá",11470,"Block",3316,28.91
1508,"Purulhá",11470,"Concreto",204,1.78
1508,"Purulhá",11470,"Adobe",75,0.65
1508,"Purulhá",11470,"Madera",4965,43.29
1508,"Purulhá",11470,"Lamina metálica",286,2.49
1508,"Purulhá",11470,"Bajareque",146,1.27
1508,"Purulhá",11470,"Lepa, palo o caña",2345,20.44
1508,"Purulhá",11470,"Material de desecho",11,0.1
1508,"Purulhá",11470,"Otro",107,0.93
1508,"Purulhá",11470,"No especificado",6,0.05
1601,"Cobán",48625,"Ladrillo",148,0.3
1601,"Cobán",48625,"Block",17012,34.99
1601,"Cobán",48625,"Concreto",2964,6.1
1601,"Cobán",48625,"Adobe",271,0.56
1601,"Cobán",48625,"Madera",26711,54.93
1601,"Cobán",48625,"Lamina metálica",447,0.92
1601,"Cobán",48625,"Bajareque",66,0.14
1601,"Cobán",48625,"Lepa, palo o caña",797,1.64
1601,"Cobán",48625,"Material de desecho",24,0.05
1601,"Cobán",48625,"Otro",86,0.18
1601,"Cobán",48625,"No especificado",99,0.2
1602,"Santa Cruz Verapaz",6977,"Ladrillo",20,0.29
1602,"Santa Cruz Verapaz",6977,"Block",4297,61.59
1602,"Santa Cruz Verapaz",6977,"Concreto",175,2.51
1602,"Santa Cruz Verapaz",6977,"Adobe",77,1.1
1602,"Santa Cruz Verapaz",6977,"Madera",2111,30.26
1602,"Santa Cruz Verapaz",6977,"Lamina metálica",41,0.59
1602,"Santa Cruz Verapaz",6977,"Bajareque",101,1.45
1602,"Santa Cruz Verapaz",6977,"Lepa, palo o caña",92,1.32
1602,"Santa Cruz Verapaz",6977,"Material de desecho",7,0.1
1602,"Santa Cruz Verapaz",6977,"Otro",43,0.62
1602,"Santa Cruz Verapaz",6977,"No especificado",13,0.19
1603,"San Cristóbal Verapaz",13376,"Ladrillo",43,0.32
1603,"San Cristóbal Verapaz",13376,"Block",7415,55.44
1603,"San Cristóbal Verapaz",13376,"Concreto",198,1.48
1603,"San Cristóbal Verapaz",13376,"Adobe",172,1.29
1603,"San Cristóbal Verapaz",13376,"Madera",5142,38.44
1603,"San Cristóbal Verapaz",13376,"Lamina metálica",57,0.43
1603,"San Cristóbal Verapaz",13376,"Bajareque",154,1.15
1603,"San Cristóbal Verapaz",13376,"Lepa, palo o caña",72,0.54
1603,"San Cristóbal Verapaz",13376,"Material de desecho",4,0.03
1603,"San Cristóbal Verapaz",13376,"Otro",97,0.73
1603,"San Cristóbal Verapaz",13376,"No especificado",22,0.16
1604,"Tactic",8969,"Ladrillo",28,0.31
1604,"Tactic",8969,"Block",6157,68.65
1604,"Tactic",8969,"Concreto",53,0.59
1604,"Tactic",8969,"Adobe",104,1.16
1604,"Tactic",8969,"Madera",2260,25.2
1604,"Tactic",8969,"Lamina metálica",149,1.66
1604,"Tactic",8969,"Bajareque",128,1.43
1604,"Tactic",8969,"Lepa, palo o caña",58,0.65
1604,"Tactic",8969,"Material de desecho",4,0.04
1604,"Tactic",8969,"Otro",6,0.07
1604,"Tactic",8969,"No especificado",22,0.25
1605,"Tamahú",3769,"Ladrillo",7,0.19
1605,"Tamahú",3769,"Block",1978,52.48
1605,"Tamahú",3769,"Concreto",30,0.8
1605,"Tamahú",3769,"Adobe",24,0.64
1605,"Tamahú",3769,"Madera",1373,36.43
1605,"Tamahú",3769,"Lamina metálica",237,6.29
1605,"Tamahú",3769,"Bajareque",49,1.3
1605,"Tamahú",3769,"Lepa, palo o caña",48,1.27
1605,"Tamahú",3769,"Material de desecho",5,0.13
1605,"Tamahú",3769,"Otro",7,0.19
1605,"Tamahú",3769,"No especificado",11,0.29
1606,"San Miguel Tucurú",8844,"Ladrillo",14,0.16
1606,"San Miguel Tucurú",8844,"Block",1886,21.33
1606,"San Miguel Tucurú",8844,"Concreto",74,0.84
1606,"San Miguel Tucurú",8844,"Adobe",151,1.71
1606,"San Miguel Tucurú",8844,"Madera",3855,43.59
1606,"San Miguel Tucurú",8844,"Lamina metálica",567,6.41
1606,"San Miguel Tucurú",8844,"Bajareque",288,3.26
1606,"San Miguel Tucurú",8844,"Lepa, palo o caña",1959,22.15
1606,"San Miguel Tucurú",8844,"Material de desecho",24,0.27
1606,"San Miguel Tucurú",8844,"Otro",14,0.16
1606,"San Miguel Tucurú",8844,"No especificado",12,0.14
1607,"Panzós",14441,"Ladrillo",11,0.08
1607,"Panzós",14441,"Block",2890,20.01
1607,"Panzós",14441,"Concreto",104,0.72
1607,"Panzós",14441,"Adobe",81,0.56
1607,"Panzós",14441,"Madera",5869,40.64
1607,"Panzós",14441,"Lamina metálica",158,1.09
1607,"Panzós",14441,"Bajareque",50,0.35
1607,"Panzós",14441,"Lepa, palo o caña",5229,36.21
1607,"Panzós",14441,"Material de desecho",20,0.14
1607,"Panzós",14441,"Otro",15,0.1
1607,"Panzós",14441,"No especificado",14,0.1
1608,"Senahú",18045,"Ladrillo",19,0.11
1608,"Senahú",18045,"Block",3547,19.66
1608,"Senahú",18045,"Concreto",882,4.89
1608,"Senahú",18045,"Adobe",80,0.44
1608,"Senahú",18045,"Madera",7713,42.74
1608,"Senahú",18045,"Lamina metálica",2472,13.7
1608,"Senahú",18045,"Bajareque",31,0.17
1608,"Senahú",18045,"Lepa, palo o caña",3269,18.12
1608,"Senahú",18045,"Material de desecho",15,0.08
1608,"Senahú",18045,"Otro",12,0.07
1608,"Senahú",18045,"No especificado",5,0.03
1609,"San Pedro Carchá",48637,"Ladrillo",70,0.14
1609,"San Pedro Carchá",48637,"Block",16123,33.15
1609,"San Pedro Carchá",48637,"Concreto",270,0.56
1609,"San Pedro Carchá",48637,"Adobe",191,0.39
1609,"San Pedro Carchá",48637,"Madera",28219,58.02
1609,"San Pedro Carchá",48637,"Lamina metálica",1981,4.07
1609,"San Pedro Carchá",48637,"Bajareque",173,0.36
1609,"San Pedro Carchá",48637,"Lepa, palo o caña",1512,3.11
1609,"San Pedro Carchá",48637,"Material de desecho",43,0.09
1609,"San Pedro Carchá",48637,"Otro",37,0.08
1609,"San Pedro Carchá",48637,"No especificado",18,0.04
1610,"San Juan Chamelco",12546,"Ladrillo",28,0.22
1610,"San Juan Chamelco",12546,"Block",4079,32.51
1610,"San Juan Chamelco",12546,"Concreto",126,1
1610,"San Juan Chamelco",12546,"Adobe",49,0.39
1610,"San Juan Chamelco",12546,"Madera",8076,64.37
1610,"San Juan Chamelco",12546,"Lamina metálica",94,0.75
1610,"San Juan Chamelco",12546,"Bajareque",5,0.04
1610,"San Juan Chamelco",12546,"Lepa, palo o caña",46,0.37
1610,"San Juan Chamelco",12546,"Material de desecho",1,0.01
1610,"San Juan Chamelco",12546,"Otro",3,0.02
1610,"San Juan Chamelco",12546,"No especificado",39,0.31
1611,"San Agustín Lanquín",4709,"Ladrillo",21,0.45
1611,"San Agustín Lanquín",4709,"Block",684,14.53
1611,"San Agustín Lanquín",4709,"Concreto",18,0.38
1611,"San Agustín Lanquín",4709,"Adobe",40,0.85
1611,"San Agustín Lanquín",4709,"Madera",2382,50.58
1611,"San Agustín Lanquín",4709,"Lamina metálica",628,13.34
1611,"San Agustín Lanquín",4709,"Bajareque",13,0.28
1611,"San Agustín Lanquín",4709,"Lepa, palo o caña",915,19.43
1611,"San Agustín Lanquín",4709,"Material de desecho",4,0.08
1611,"San Agustín Lanquín",4709,"Otro",4,0.08
1611,"San Agustín Lanquín",4709,"No especificado",0,0
1612,"Santa María Cahabón",12444,"Ladrillo",10,0.08
1612,"Santa María Cahabón",12444,"Block",1225,9.84
1612,"Santa María Cahabón",12444,"Concreto",125,1
1612,"Santa María Cahabón",12444,"Adobe",67,0.54
1612,"Santa María Cahabón",12444,"Madera",6502,52.25
1612,"Santa María Cahabón",12444,"Lamina metálica",323,2.6
1612,"Santa María Cahabón",12444,"Bajareque",140,1.13
1612,"Santa María Cahabón",12444,"Lepa, palo o caña",3903,31.36
1612,"Santa María Cahabón",12444,"Material de desecho",23,0.18
1612,"Santa María Cahabón",12444,"Otro",80,0.64
1612,"Santa María Cahabón",12444,"No especificado",46,0.37
1613,"Chisec",16897,"Ladrillo",22,0.13
1613,"Chisec",16897,"Block",2967,17.56
1613,"Chisec",16897,"Concreto",138,0.82
1613,"Chisec",16897,"Adobe",160,0.95
1613,"Chisec",16897,"Madera",12877,76.21
1613,"Chisec",16897,"Lamina metálica",141,0.83
1613,"Chisec",16897,"Bajareque",27,0.16
1613,"Chisec",16897,"Lepa, palo o caña",532,3.15
1613,"Chisec",16897,"Material de desecho",4,0.02
1613,"Chisec",16897,"Otro",12,0.07
1613,"Chisec",16897,"No especificado",17,0.1
1614,"Chahal",5675,"Ladrillo",6,0.11
1614,"Chahal",5675,"Block",795,14.01
1614,"Chahal",5675,"Concreto",16,0.28
1614,"Chahal",5675,"Adobe",44,0.78
1614,"Chahal",5675,"Madera",4196,73.94
1614,"Chahal",5675,"Lamina metálica",92,1.62
1614,"Chahal",5675,"Bajareque",11,0.19
1614,"Chahal",5675,"Lepa, palo o caña",495,8.72
1614,"Chahal",5675,"Material de desecho",3,0.05
1614,"Chahal",5675,"Otro",16,0.28
1614,"Chahal",5675,"No especificado",1,0.02
1615,"Fray Bartolomé de las Casas",14444,"Ladrillo",11,0.08
1615,"Fray Bartolomé de las Casas",14444,"Block",2951,20.43
1615,"Fray Bartolomé de las Casas",14444,"Concreto",133,0.92
1615,"Fray Bartolomé de las Casas",14444,"Adobe",81,0.56
1615,"Fray Bartolomé de las Casas",14444,"Madera",10041,69.52
1615,"Fray Bartolomé de las Casas",14444,"Lamina metálica",72,0.5
1615,"Fray Bartolomé de las Casas",14444,"Bajareque",14,0.1
1615,"Fray Bartolomé de las Casas",14444,"Lepa, palo o caña",1103,7.64
1615,"Fray Bartolomé de las Casas",14444,"Material de desecho",6,0.04
1615,"Fray Bartolomé de las Casas",14444,"Otro",4,0.03
1615,"Fray Bartolomé de las Casas",14444,"No especificado",28,0.19
1616,"Santa Catalina La Tinta",8178,"Ladrillo",13,0.16
1616,"Santa Catalina La Tinta",8178,"Block",2863,35.01
1616,"Santa Catalina La Tinta",8178,"Concreto",46,0.56
1616,"Santa Catalina La Tinta",8178,"Adobe",38,0.46
1616,"Santa Catalina La Tinta",8178,"Madera",1554,19
1616,"Santa Catalina La Tinta",8178,"Lamina metálica",146,1.79
1616,"Santa Catalina La Tinta",8178,"Bajareque",17,0.21
1616,"Santa Catalina La Tinta",8178,"Lepa, palo o caña",3476,42.5
1616,"Santa Catalina La Tinta",8178,"Material de desecho",18,0.22
1616,"Santa Catalina La Tinta",8178,"Otro",5,0.06
1616,"Santa Catalina La Tinta",8178,"No especificado",2,0.02
1617,"Raxruhá",7629,"Ladrillo",7,0.09
1617,"Raxruhá",7629,"Block",1299,17.03
1617,"Raxruhá",7629,"Concreto",76,1
1617,"Raxruhá",7629,"Adobe",40,0.52
1617,"Raxruhá",7629,"Madera",5699,74.7
1617,"Raxruhá",7629,"Lamina metálica",48,0.63
1617,"Raxruhá",7629,"Bajareque",1,0.01
1617,"Raxruhá",7629,"Lepa, palo o caña",438,5.74
1617,"Raxruhá",7629,"Material de desecho",2,0.03
1617,"Raxruhá",7629,"Otro",3,0.04
1617,"Raxruhá",7629,"No especificado",16,0.21
1701,"Flores",11984,"Ladrillo",27,0.23
1701,"Flores",11984,"Block",8639,72.09
1701,"Flores",11984,"Concreto",431,3.6
1701,"Flores",11984,"Adobe",143,1.19
1701,"Flores",11984,"Madera",2186,18.24
1701,"Flores",11984,"Lamina metálica",257,2.14
1701,"Flores",11984,"Bajareque",89,0.74
1701,"Flores",11984,"Lepa, palo o caña",135,1.13
1701,"Flores",11984,"Material de desecho",14,0.12
1701,"Flores",11984,"Otro",57,0.48
1701,"Flores",11984,"No especificado",6,0.05
1702,"San José",1901,"Ladrillo",12,0.63
1702,"San José",1901,"Block",864,45.45
1702,"San José",1901,"Concreto",66,3.47
1702,"San José",1901,"Adobe",14,0.74
1702,"San José",1901,"Madera",802,42.19
1702,"San José",1901,"Lamina metálica",28,1.47
1702,"San José",1901,"Bajareque",76,4
1702,"San José",1901,"Lepa, palo o caña",28,1.47
1702,"San José",1901,"Material de desecho",0,0
1702,"San José",1901,"Otro",10,0.53
1702,"San José",1901,"No especificado",1,0.05
1703,"San Benito",12662,"Ladrillo",79,0.62
1703,"San Benito",12662,"Block",9844,77.74
1703,"San Benito",12662,"Concreto",162,1.28
1703,"San Benito",12662,"Adobe",51,0.4
1703,"San Benito",12662,"Madera",1820,14.37
1703,"San Benito",12662,"Lamina metálica",556,4.39
1703,"San Benito",12662,"Bajareque",12,0.09
1703,"San Benito",12662,"Lepa, palo o caña",105,0.83
1703,"San Benito",12662,"Material de desecho",12,0.09
1703,"San Benito",12662,"Otro",17,0.13
1703,"San Benito",12662,"No especificado",4,0.03
1704,"San Andrés",9454,"Ladrillo",16,0.17
1704,"San Andrés",9454,"Block",2531,26.77
1704,"San Andrés",9454,"Concreto",303,3.2
1704,"San Andrés",9454,"Adobe",99,1.05
1704,"San Andrés",9454,"Madera",5867,62.06
1704,"San Andrés",9454,"Lamina metálica",93,0.98
1704,"San Andrés",9454,"Bajareque",103,1.09
1704,"San Andrés",9454,"Lepa, palo o caña",265,2.8
1704,"San Andrés",9454,"Material de desecho",35,0.37
1704,"San Andrés",9454,"Otro",80,0.85
1704,"San Andrés",9454,"No especificado",62,0.66
1705,"La Libertad",19109,"Ladrillo",43,0.23
1705,"La Libertad",19109,"Block",6500,34.02
1705,"La Libertad",19109,"Concreto",1370,7.17
1705,"La Libertad",19109,"Adobe",146,0.76
1705,"La Libertad",19109,"Madera",10289,53.84
1705,"La Libertad",19109,"Lamina metálica",282,1.48
1705,"La Libertad",19109,"Bajareque",30,0.16
1705,"La Libertad",19109,"Lepa, palo o caña",343,1.79
1705,"La Libertad",19109,"Material de desecho",22,0.12
1705,"La Libertad",19109,"Otro",20,0.1
1705,"La Libertad",19109,"No especificado",64,0.33
1706,"San Francisco",4036,"Ladrillo",21,0.52
1706,"San Francisco",4036,"Block",2680,66.4
1706,"San Francisco",4036,"Concreto",18,0.45
1706,"San Francisco",4036,"Adobe",72,1.78
1706,"San Francisco",4036,"Madera",1024,25.37
1706,"San Francisco",4036,"Lamina metálica",86,2.13
1706,"San Francisco",4036,"Bajareque",29,0.72
1706,"San Francisco",4036,"Lepa, palo o caña",90,2.23
1706,"San Francisco",4036,"Material de desecho",0,0
1706,"San Francisco",4036,"Otro",13,0.32
1706,"San Francisco",4036,"No especificado",3,0.07
1707,"Santa Ana",6337,"Ladrillo",12,0.19
1707,"Santa Ana",6337,"Block",3738,58.99
1707,"Santa Ana",6337,"Concreto",141,2.23
1707,"Santa Ana",6337,"Adobe",47,0.74
1707,"Santa Ana",6337,"Madera",2236,35.28
1707,"Santa Ana",6337,"Lamina metálica",39,0.62
1707,"Santa Ana",6337,"Bajareque",6,0.09
1707,"Santa Ana",6337,"Lepa, palo o caña",78,1.23
1707,"Santa Ana",6337,"Material de desecho",1,0.02
1707,"Santa Ana",6337,"Otro",3,0.05
1707,"Santa Ana",6337,"No especificado",36,0.57
1708,"Dolores",7265,"Ladrillo",7,0.1
1708,"Dolores",7265,"Block",3379,46.51
1708,"Dolores",7265,"Concreto",23,0.32
1708,"Dolores",7265,"Adobe",35,0.48
1708,"Dolores",7265,"Madera",3597,49.51
1708,"Dolores",7265,"Lamina metálica",42,0.58
1708,"Dolores",7265,"Bajareque",5,0.07
1708,"Dolores",7265,"Lepa, palo o caña",159,2.19
1708,"Dolores",7265,"Material de desecho",3,0.04
1708,"Dolores",7265,"Otro",4,0.06
1708,"Dolores",7265,"No especificado",11,0.15
1709,"San Luis",17253,"Ladrillo",30,0.17
1709,"San Luis",17253,"Block",5125,29.7
1709,"San Luis",17253,"Concreto",75,0.43
1709,"San Luis",17253,"Adobe",135,0.78
1709,"San Luis",17253,"Madera",10983,63.66
1709,"San Luis",17253,"Lamina metálica",155,0.9
1709,"San Luis",17253,"Bajareque",11,0.06
1709,"San Luis",17253,"Lepa, palo o caña",722,4.18
1709,"San Luis",17253,"Material de desecho",7,0.04
1709,"San Luis",17253,"Otro",8,0.05
1709,"San Luis",17253,"No especificado",2,0.01
1710,"Sayaxché",21733,"Ladrillo",20,0.09
1710,"Sayaxché",21733,"Block",5391,24.81
1710,"Sayaxché",21733,"Concreto",421,1.94
1710,"Sayaxché",21733,"Adobe",163,0.75
1710,"Sayaxché",21733,"Madera",14727,67.76
1710,"Sayaxché",21733,"Lamina metálica",158,0.73
1710,"Sayaxché",21733,"Bajareque",43,0.2
1710,"Sayaxché",21733,"Lepa, palo o caña",745,3.43
1710,"Sayaxché",21733,"Material de desecho",35,0.16
1710,"Sayaxché",21733,"Otro",23,0.11
1710,"Sayaxché",21733,"No especificado",7,0.03
1711,"Melchor de Mencos",8080,"Ladrillo",17,0.21
1711,"Melchor de Mencos",8080,"Block",4077,50.46
1711,"Melchor de Mencos",8080,"Concreto",85,1.05
1711,"Melchor de Mencos",8080,"Adobe",111,1.37
1711,"Melchor de Mencos",8080,"Madera",3456,42.77
1711,"Melchor de Mencos",8080,"Lamina metálica",86,1.06
1711,"Melchor de Mencos",8080,"Bajareque",72,0.89
1711,"Melchor de Mencos",8080,"Lepa, palo o caña",133,1.65
1711,"Melchor de Mencos",8080,"Material de desecho",7,0.09
1711,"Melchor de Mencos",8080,"Otro",33,0.41
1711,"Melchor de Mencos",8080,"No especificado",3,0.04
1712,"Poptún",14382,"Ladrillo",51,0.35
1712,"Poptún",14382,"Block",7804,54.26
1712,"Poptún",14382,"Concreto",556,3.87
1712,"Poptún",14382,"Adobe",84,0.58
1712,"Poptún",14382,"Madera",5386,37.45
1712,"Poptún",14382,"Lamina metálica",87,0.6
1712,"Poptún",14382,"Bajareque",13,0.09
1712,"Poptún",14382,"Lepa, palo o caña",371,2.58
1712,"Poptún",14382,"Material de desecho",9,0.06
1712,"Poptún",14382,"Otro",16,0.11
1712,"Poptún",14382,"No especificado",5,0.03
1713,"Las Cruces",8602,"Ladrillo",12,0.14
1713,"Las Cruces",8602,"Block",3412,39.67
1713,"Las Cruces",8602,"Concreto",197,2.29
1713,"Las Cruces",8602,"Adobe",48,0.56
1713,"Las Cruces",8602,"Madera",4563,53.05
1713,"Las Cruces",8602,"Lamina metálica",47,0.55
1713,"Las Cruces",8602,"Bajareque",2,0.02
1713,"Las Cruces",8602,"Lepa, palo o caña",272,3.16
1713,"Las Cruces",8602,"Material de desecho",23,0.27
1713,"Las Cruces",8602,"Otro",18,0.21
1713,"Las Cruces",8602,"No especificado",8,0.09
1714,"El Chal",3826,"Ladrillo",5,0.13
1714,"El Chal",3826,"Block",2026,52.95
1714,"El Chal",3826,"Concreto",36,0.94
1714,"El Chal",3826,"Adobe",16,0.42
1714,"El Chal",3826,"Madera",1693,44.25
1714,"El Chal",3826,"Lamina metálica",16,0.42
1714,"El Chal",3826,"Bajareque",2,0.05
1714,"El Chal",3826,"Lepa, palo o caña",27,0.71
1714,"El Chal",3826,"Material de desecho",1,0.03
1714,"El Chal",3826,"Otro",4,0.1
1714,"El Chal",3826,"No especificado",0,0
1801,"Puerto Barrios",31447,"Ladrillo",393,1.25
1801,"Puerto Barrios",31447,"Block",21578,68.62
1801,"Puerto Barrios",31447,"Concreto",3989,12.68
1801,"Puerto Barrios",31447,"Adobe",84,0.27
1801,"Puerto Barrios",31447,"Madera",4472,14.22
1801,"Puerto Barrios",31447,"Lamina metálica",379,1.21
1801,"Puerto Barrios",31447,"Bajareque",11,0.03
1801,"Puerto Barrios",31447,"Lepa, palo o caña",170,0.54
1801,"Puerto Barrios",31447,"Material de desecho",21,0.07
1801,"Puerto Barrios",31447,"Otro",72,0.23
1801,"Puerto Barrios",31447,"No especificado",278,0.88
1802,"Livingston",19605,"Ladrillo",123,0.63
1802,"Livingston",19605,"Block",7134,36.39
1802,"Livingston",19605,"Concreto",1526,7.78
1802,"Livingston",19605,"Adobe",115,0.59
1802,"Livingston",19605,"Madera",9193,46.89
1802,"Livingston",19605,"Lamina metálica",120,0.61
1802,"Livingston",19605,"Bajareque",37,0.19
1802,"Livingston",19605,"Lepa, palo o caña",1245,6.35
1802,"Livingston",19605,"Material de desecho",11,0.06
1802,"Livingston",19605,"Otro",41,0.21
1802,"Livingston",19605,"No especificado",60,0.31
1803,"El Estor",15708,"Ladrillo",20,0.13
1803,"El Estor",15708,"Block",3588,22.84
1803,"El Estor",15708,"Concreto",121,0.77
1803,"El Estor",15708,"Adobe",87,0.55
1803,"El Estor",15708,"Madera",7717,49.13
1803,"El Estor",15708,"Lamina metálica",94,0.6
1803,"El Estor",15708,"Bajareque",49,0.31
1803,"El Estor",15708,"Lepa, palo o caña",3445,21.93
1803,"El Estor",15708,"Material de desecho",19,0.12
1803,"El Estor",15708,"Otro",565,3.6
1803,"El Estor",15708,"No especificado",3,0.02
1804,"Morales",29328,"Ladrillo",78,0.27
1804,"Morales",29328,"Block",18737,63.89
1804,"Morales",29328,"Concreto",1782,6.08
1804,"Morales",29328,"Adobe",329,1.12
1804,"Morales",29328,"Madera",6890,23.49
1804,"Morales",29328,"Lamina metálica",422,1.44
1804,"Morales",29328,"Bajareque",212,0.72
1804,"Morales",29328,"Lepa, palo o caña",693,2.36
1804,"Morales",29328,"Material de desecho",29,0.1
1804,"Morales",29328,"Otro",113,0.39
1804,"Morales",29328,"No especificado",43,0.15
1805,"Los Amates",17245,"Ladrillo",63,0.37
1805,"Los Amates",17245,"Block",10468,60.7
1805,"Los Amates",17245,"Concreto",77,0.45
1805,"Los Amates",17245,"Adobe",585,3.39
1805,"Los Amates",17245,"Madera",4157,24.11
1805,"Los Amates",17245,"Lamina metálica",280,1.62
1805,"Los Amates",17245,"Bajareque",857,4.97
1805,"Los Amates",17245,"Lepa, palo o caña",634,3.68
1805,"Los Amates",17245,"Material de desecho",21,0.12
1805,"Los Amates",17245,"Otro",72,0.42
1805,"Los Amates",17245,"No especificado",31,0.18
1901,"Zacapa",19006,"Ladrillo",249,1.31
1901,"Zacapa",19006,"Block",13041,68.62
1901,"Zacapa",19006,"Concreto",189,0.99
1901,"Zacapa",19006,"Adobe",1950,10.26
1901,"Zacapa",19006,"Madera",300,1.58
1901,"Zacapa",19006,"Lamina metálica",769,4.05
1901,"Zacapa",19006,"Bajareque",2184,11.49
1901,"Zacapa",19006,"Lepa, palo o caña",119,0.63
1901,"Zacapa",19006,"Material de desecho",52,0.27
1901,"Zacapa",19006,"Otro",85,0.45
1901,"Zacapa",19006,"No especificado",68,0.36
1902,"Estanzuela",3390,"Ladrillo",70,2.06
1902,"Estanzuela",3390,"Block",2985,88.05
1902,"Estanzuela",3390,"Concreto",27,0.8
1902,"Estanzuela",3390,"Adobe",97,2.86
1902,"Estanzuela",3390,"Madera",20,0.59
1902,"Estanzuela",3390,"Lamina metálica",32,0.94
1902,"Estanzuela",3390,"Bajareque",139,4.1
1902,"Estanzuela",3390,"Lepa, palo o caña",5,0.15
1902,"Estanzuela",3390,"Material de desecho",3,0.09
1902,"Estanzuela",3390,"Otro",6,0.18
1902,"Estanzuela",3390,"No especificado",6,0.18
1903,"Río Hondo",8188,"Ladrillo",48,0.59
1903,"Río Hondo",8188,"Block",6490,79.26
1903,"Río Hondo",8188,"Concreto",420,5.13
1903,"Río Hondo",8188,"Adobe",233,2.85
1903,"Río Hondo",8188,"Madera",76,0.93
1903,"Río Hondo",8188,"Lamina metálica",44,0.54
1903,"Río Hondo",8188,"Bajareque",837,10.22
1903,"Río Hondo",8188,"Lepa, palo o caña",21,0.26
1903,"Río Hondo",8188,"Material de desecho",0,0
1903,"Río Hondo",8188,"Otro",8,0.1
1903,"Río Hondo",8188,"No especificado",11,0.13
1904,"Gualán",13760,"Ladrillo",169,1.23
1904,"Gualán",13760,"Block",8333,60.56
1904,"Gualán",13760,"Concreto",327,2.38
1904,"Gualán",13760,"Adobe",720,5.23
1904,"Gualán",13760,"Madera",1545,11.23
1904,"Gualán",13760,"Lamina metálica",214,1.56
1904,"Gualán",13760,"Bajareque",1945,14.14
1904,"Gualán",13760,"Lepa, palo o caña",358,2.6
1904,"Gualán",13760,"Material de desecho",17,0.12
1904,"Gualán",13760,"Otro",37,0.27
1904,"Gualán",13760,"No especificado",95,0.69
1905,"Teculután",5620,"Ladrillo",48,0.85
1905,"Teculután",5620,"Block",4495,79.98
