"Código","Municipio","Total de viviendas particulares","Material Predominante del Piso","Cantidad de Viviendas","Porcentaje de Viviendas Particulares"
501,"Escuintla",43995,"Torta de cemento",19440,44.19
501,"Escuintla",43995,"Parqué o vinil",259,0.59
501,"Escuintla",43995,"Madera",133,0.3
501,"Escuintla",43995,"Tierra",4211,9.57
501,"Escuintla",43995,"Otro",35,0.08
502,"Santa Lucía Cotzumalguapa",28991,"Ladrillo cerámico",3683,12.7
502,"Santa Lucía Cotzumalguapa",28991,"Ladrillo de cemento",3289,11.34
502,"Santa Lucía Cotzumalguapa",28991,"Ladrillo de barro",66,0.23
502,"Santa Lucía Cotzumalguapa",28991,"Torta de cemento",15243,52.58
502,"Santa Lucía Cotzumalguapa",28991,"Parqué o vinil",56,0.19
502,"Santa Lucía Cotzumalguapa",28991,"Madera",61,0.21
502,"Santa Lucía Cotzumalguapa",28991,"Tierra",3739,12.9
502,"Santa Lucía Cotzumalguapa",28991,"Otro",30,0.1
503,"La Democracia",6517,"Ladrillo cerámico",588,9.02
503,"La Democracia",6517,"Ladrillo de cemento",267,4.1
503,"La Democracia",6517,"Ladrillo de barro",10,0.15
503,"La Democracia",6517,"Torta de cemento",4019,61.67
503,"La Democracia",6517,"Parqué o vinil",10,0.15
503,"La Democracia",6517,"Madera",14,0.21
503,"La Democracia",6517,"Tierra",866,13.29
503,"La Democracia",6517,"Otro",12,0.18
504,"Siquinalá",6214,"Ladrillo cerámico",868,13.97
504,"Siquinalá",6214,"Ladrillo de cemento",1526,24.56
504,"Siquinalá",6214,"Ladrillo de barro",15,0.24
504,"Siquinalá",6214,"Torta de cemento",2176,35.02
504,"Siquinalá",6214,"Parqué o vinil",19,0.31
504,"Siquinalá",6214,"Madera",13,0.21
504,"Siquinalá",6214,"Tierra",768,12.36
504,"Siquinalá",6214,"Otro",2,0.03
505,"Masagua",13858,"Ladrillo cerámico",636,4.59
505,"Masagua",13858,"Ladrillo de cemento",1170,8.44
505,"Masagua",13858,"Ladrillo de barro",15,0.11
505,"Masagua",13858,"Torta de cemento",7352,53.05
505,"Masagua",13858,"Parqué o vinil",25,0.18
505,"Masagua",13858,"Madera",62,0.45
505,"Masagua",13858,"Tierra",2302,16.61
505,"Masagua",13858,"Otro",4,0.03
506,"Tiquisate",17293,"Ladrillo cerámico",1708,9.88
506,"Tiquisate",17293,"Ladrillo de cemento",2704,15.64
506,"Tiquisate",17293,"Ladrillo de barro",42,0.24
506,"Tiquisate",17293,"Torta de cemento",7526,43.52
506,"Tiquisate",17293,"Parqué o vinil",19,0.11
506,"Tiquisate",17293,"Madera",84,0.49
506,"Tiquisate",17293,"Tierra",2029,11.73
506,"Tiquisate",17293,"Otro",144,0.83
507,"La Gomera",12770,"Ladrillo cerámico",803,6.29
507,"La Gomera",12770,"Ladrillo de cemento",497,3.89
507,"La Gomera",12770,"Ladrillo de barro",44,0.34
507,"La Gomera",12770,"Torta de cemento",8261,64.69
507,"La Gomera",12770,"Parqué o vinil",43,0.34
507,"La Gomera",12770,"Madera",21,0.16
507,"La Gomera",12770,"Tierra",1937,15.17
507,"La Gomera",12770,"Otro",8,0.06
508,"Guanagazapa",4167,"Ladrillo cerámico",216,5.18
508,"Guanagazapa",4167,"Ladrillo de cemento",452,10.85
508,"Guanagazapa",4167,"Ladrillo de barro",1,0.02
508,"Guanagazapa",4167,"Torta de cemento",1562,37.49
508,"Guanagazapa",4167,"Parqué o vinil",52,1.25
508,"Guanagazapa",4167,"Madera",14,0.34
508,"Guanagazapa",4167,"Tierra",1259,30.21
508,"Guanagazapa",4167,"Otro",3,0.07
509,"San José",21340,"Ladrillo cerámico",3261,15.28
509,"San José",21340,"Ladrillo de cemento",1642,7.69
509,"San José",21340,"Ladrillo de barro",65,0.3
509,"San José",21340,"Torta de cemento",9943,46.59
509,"San José",21340,"Parqué o vinil",53,0.25
509,"San José",21340,"Madera",38,0.18
509,"San José",21340,"Tierra",1907,8.94
509,"San José",21340,"Otro",5,0.02
510,"Iztapa",5742,"Ladrillo cerámico",897,15.62
510,"Iztapa",5742,"Ladrillo de cemento",425,7.4
510,"Iztapa",5742,"Ladrillo de barro",16,0.28
510,"Iztapa",5742,"Torta de cemento",2642,46.01
510,"Iztapa",5742,"Parqué o vinil",11,0.19
510,"Iztapa",5742,"Madera",37,0.64
510,"Iztapa",5742,"Tierra",715,12.45
510,"Iztapa",5742,"Otro",2,0.03
511,"Palín",17486,"Ladrillo cerámico",4995,28.57
511,"Palín",17486,"Ladrillo de cemento",1493,8.54
511,"Palín",17486,"Ladrillo de barro",84,0.48
511,"Palín",17486,"Torta de cemento",7274,41.6
511,"Palín",17486,"Parqué o vinil",74,0.42
511,"Palín",17486,"Madera",37,0.21
511,"Palín",17486,"Tierra",1462,8.36
511,"Palín",17486,"Otro",6,0.03
512,"San Vicente Pacaya",4799,"Ladrillo cerámico",794,16.55
512,"San Vicente Pacaya",4799,"Ladrillo de cemento",391,8.15
512,"San Vicente Pacaya",4799,"Ladrillo de barro",21,0.44
512,"San Vicente Pacaya",4799,"Torta de cemento",2543,52.99
512,"San Vicente Pacaya",4799,"Parqué o vinil",4,0.08
512,"San Vicente Pacaya",4799,"Madera",7,0.15
512,"San Vicente Pacaya",4799,"Tierra",346,7.21
512,"San Vicente Pacaya",4799,"Otro",3,0.06
513,"Nueva Concepción",21230,"Ladrillo cerámico",1810,8.53
513,"Nueva Concepción",21230,"Ladrillo de cemento",1046,4.93
513,"Nueva Concepción",21230,"Ladrillo de barro",32,0.15
513,"Nueva Concepción",21230,"Torta de cemento",12110,57.04
513,"Nueva Concepción",21230,"Parqué o vinil",27,0.13
513,"Nueva Concepción",21230,"Madera",49,0.23
513,"Nueva Concepción",21230,"Tierra",2893,13.63
513,"Nueva Concepción",21230,"Otro",8,0.04
514,"Sipacate",5049,"Ladrillo cerámico",291,5.76
514,"Sipacate",5049,"Ladrillo de cemento",260,5.15
514,"Sipacate",5049,"Ladrillo de barro",4,0.08
514,"Sipacate",5049,"Torta de cemento",2700,53.48
514,"Sipacate",5049,"Parqué o vinil",5,0.1
514,"Sipacate",5049,"Madera",24,0.48
514,"Sipacate",5049,"Tierra",761,15.07
514,"Sipacate",5049,"Otro",0,0
601,"Cuilapa",11309,"Ladrillo cerámico",2187,19.34
601,"Cuilapa",11309,"Ladrillo de cemento",1643,14.53
601,"Cuilapa",11309,"Ladrillo de barro",34,0.3
601,"Cuilapa",11309,"Torta de cemento",3811,33.7
601,"Cuilapa",11309,"Parqué o vinil",25,0.22
601,"Cuilapa",11309,"Madera",49,0.43
601,"Cuilapa",11309,"Tierra",1947,17.22
601,"Cuilapa",11309,"Otro",2,0.02
602,"Barberena",15143,"Ladrillo cerámico",3040,20.08
602,"Barberena",15143,"Ladrillo de cemento",1923,12.7
602,"Barberena",15143,"Ladrillo de barro",45,0.3
602,"Barberena",15143,"Torta de cemento",5815,38.4
602,"Barberena",15143,"Parqué o vinil",43,0.28
602,"Barberena",15143,"Madera",117,0.77
602,"Barberena",15143,"Tierra",2368,15.64
602,"Barberena",15143,"Otro",40,0.26
603,"Santa Rosa de Lima",6255,"Ladrillo cerámico",1191,19.04
603,"Santa Rosa de Lima",6255,"Ladrillo de cemento",965,15.43
603,"Santa Rosa de Lima",6255,"Ladrillo de barro",41,0.66
603,"Santa Rosa de Lima",6255,"Torta de cemento",1768,28.27
603,"Santa Rosa de Lima",6255,"Parqué o vinil",2,0.03
603,"Santa Rosa de Lima",6255,"Madera",11,0.18
603,"Santa Rosa de Lima",6255,"Tierra",831,13.29
603,"Santa Rosa de Lima",6255,"Otro",2,0.03
604,"Casillas",7723,"Ladrillo cerámico",1264,16.37
604,"Casillas",7723,"Ladrillo de cemento",1052,13.62
604,"Casillas",7723,"Ladrillo de barro",29,0.38
604,"Casillas",7723,"Torta de cemento",2378,30.79
604,"Casillas",7723,"Parqué o vinil",4,0.05
604,"Casillas",7723,"Madera",21,0.27
604,"Casillas",7723,"Tierra",1230,15.93
604,"Casillas",7723,"Otro",3,0.04
605,"San Rafael las Flores",3934,"Ladrillo cerámico",562,14.29
605,"San Rafael las Flores",3934,"Ladrillo de cemento",304,7.73
605,"San Rafael las Flores",3934,"Ladrillo de barro",13,0.33
605,"San Rafael las Flores",3934,"Torta de cemento",1268,32.23
605,"San Rafael las Flores",3934,"Parqué o vinil",22,0.56
605,"San Rafael las Flores",3934,"Madera",15,0.38
605,"San Rafael las Flores",3934,"Tierra",828,21.05
605,"San Rafael las Flores",3934,"Otro",7,0.18
606,"Oratorio",7471,"Ladrillo cerámico",1151,15.41
606,"Oratorio",7471,"Ladrillo de cemento",597,7.99
606,"Oratorio",7471,"Ladrillo de barro",15,0.2
606,"Oratorio",7471,"Torta de cemento",2584,34.59
606,"Oratorio",7471,"Parqué o vinil",6,0.08
606,"Oratorio",7471,"Madera",25,0.33
606,"Oratorio",7471,"Tierra",1712,22.92
606,"Oratorio",7471,"Otro",4,0.05
607,"San Juan Tecuaco",2451,"Ladrillo cerámico",270,11.02
607,"San Juan Tecuaco",2451,"Ladrillo de cemento",80,3.26
607,"San Juan Tecuaco",2451,"Ladrillo de barro",3,0.12
607,"San Juan Tecuaco",2451,"Torta de cemento",934,38.11
607,"San Juan Tecuaco",2451,"Parqué o vinil",1,0.04
607,"San Juan Tecuaco",2451,"Madera",5,0.2
607,"San Juan Tecuaco",2451,"Tierra",791,32.27
607,"San Juan Tecuaco",2451,"Otro",0,0
608,"Chiquimulilla",17195,"Ladrillo cerámico",2086,12.13
608,"Chiquimulilla",17195,"Ladrillo de cemento",1293,7.52
608,"Chiquimulilla",17195,"Ladrillo de barro",52,0.3
608,"Chiquimulilla",17195,"Torta de cemento",6957,40.46
608,"Chiquimulilla",17195,"Parqué o vinil",13,0.08
608,"Chiquimulilla",17195,"Madera",81,0.47
608,"Chiquimulilla",17195,"Tierra",2869,16.69
608,"Chiquimulilla",17195,"Otro",113,0.66
609,"Taxisco",9251,"Ladrillo cerámico",887,9.59
609,"Taxisco",9251,"Ladrillo de cemento",475,5.13
609,"Taxisco",9251,"Ladrillo de barro",20,0.22
609,"Taxisco",9251,"Torta de cemento",3702,40.02
609,"Taxisco",9251,"Parqué o vinil",10,0.11
609,"Taxisco",9251,"Madera",25,0.27
609,"Taxisco",9251,"Tierra",2104,22.74
609,"Taxisco",9251,"Otro",23,0.25
610,"Santa María Ixhuatán",7153,"Ladrillo cerámico",756,10.57
610,"Santa María Ixhuatán",7153,"Ladrillo de cemento",595,8.32
610,"Santa María Ixhuatán",7153,"Ladrillo de barro",9,0.13
610,"Santa María Ixhuatán",7153,"Torta de cemento",2364,33.05
610,"Santa María Ixhuatán",7153,"Parqué o vinil",3,0.04
610,"Santa María Ixhuatán",7153,"Madera",54,0.75
610,"Santa María Ixhuatán",7153,"Tierra",2082,29.11
610,"Santa María Ixhuatán",7153,"Otro",5,0.07
611,"Guazacapán",5306,"Ladrillo cerámico",652,12.29
611,"Guazacapán",5306,"Ladrillo de cemento",243,4.58
611,"Guazacapán",5306,"Ladrillo de barro",16,0.3
611,"Guazacapán",5306,"Torta de cemento",2131,40.16
611,"Guazacapán",5306,"Parqué o vinil",10,0.19
611,"Guazacapán",5306,"Madera",10,0.19
611,"Guazacapán",5306,"Tierra",1360,25.63
611,"Guazacapán",5306,"Otro",1,0.02
612,"Santa Cruz Naranjo",4907,"Ladrillo cerámico",845,17.22
612,"Santa Cruz Naranjo",4907,"Ladrillo de cemento",342,6.97
612,"Santa Cruz Naranjo",4907,"Ladrillo de barro",41,0.84
612,"Santa Cruz Naranjo",4907,"Torta de cemento",2037,41.51
612,"Santa Cruz Naranjo",4907,"Parqué o vinil",18,0.37
612,"Santa Cruz Naranjo",4907,"Madera",13,0.26
612,"Santa Cruz Naranjo",4907,"Tierra",643,13.1
612,"Santa Cruz Naranjo",4907,"Otro",25,0.51
613,"Pueblo Nuevo Viñas",7313,"Ladrillo cerámico",511,6.99
613,"Pueblo Nuevo Viñas",7313,"Ladrillo de cemento",484,6.62
613,"Pueblo Nuevo Viñas",7313,"Ladrillo de barro",32,0.44
613,"Pueblo Nuevo Viñas",7313,"Torta de cemento",2605,35.62
613,"Pueblo Nuevo Viñas",7313,"Parqué o vinil",7,0.1
613,"Pueblo Nuevo Viñas",7313,"Madera",549,7.51
613,"Pueblo Nuevo Viñas",7313,"Tierra",1747,23.89
613,"Pueblo Nuevo Viñas",7313,"Otro",9,0.12
614,"Nueva Santa Rosa",11242,"Ladrillo cerámico",2172,19.32
614,"Nueva Santa Rosa",11242,"Ladrillo de cemento",1300,11.56
614,"Nueva Santa Rosa",11242,"Ladrillo de barro",72,0.64
614,"Nueva Santa Rosa",11242,"Torta de cemento",3225,28.69
614,"Nueva Santa Rosa",11242,"Parqué o vinil",19,0.17
614,"Nueva Santa Rosa",11242,"Madera",46,0.41
614,"Nueva Santa Rosa",11242,"Tierra",2095,18.64
614,"Nueva Santa Rosa",11242,"Otro",27,0.24
701,"Sololá",17373,"Ladrillo cerámico",3734,21.49
701,"Sololá",17373,"Ladrillo de cemento",941,5.42
701,"Sololá",17373,"Ladrillo de barro",157,0.9
701,"Sololá",17373,"Torta de cemento",6452,37.14
701,"Sololá",17373,"Parqué o vinil",30,0.17
701,"Sololá",17373,"Madera",93,0.54
701,"Sololá",17373,"Tierra",3033,17.46
701,"Sololá",17373,"Otro",21,0.12
702,"San José Chacayá",934,"Ladrillo cerámico",176,18.84
702,"San José Chacayá",934,"Ladrillo de cemento",24,2.57
702,"San José Chacayá",934,"Ladrillo de barro",2,0.21
702,"San José Chacayá",934,"Torta de cemento",438,46.9
702,"San José Chacayá",934,"Parqué o vinil",2,0.21
702,"San José Chacayá",934,"Madera",3,0.32
702,"San José Chacayá",934,"Tierra",92,9.85
702,"San José Chacayá",934,"Otro",0,0
703,"Santa María Visitación",669,"Ladrillo cerámico",175,26.16
703,"Santa María Visitación",669,"Ladrillo de cemento",25,3.74
703,"Santa María Visitación",669,"Ladrillo de barro",1,0.15
703,"Santa María Visitación",669,"Torta de cemento",333,49.78
703,"Santa María Visitación",669,"Parqué o vinil",1,0.15
703,"Santa María Visitación",669,"Madera",2,0.3
703,"Santa María Visitación",669,"Tierra",11,1.64
703,"Santa María Visitación",669,"Otro",0,0
704,"Santa Lucía Utatlán",5921,"Ladrillo cerámico",1342,22.67
704,"Santa Lucía Utatlán",5921,"Ladrillo de cemento",518,8.75
704,"Santa Lucía Utatlán",5921,"Ladrillo de barro",20,0.34
704,"Santa Lucía Utatlán",5921,"Torta de cemento",2427,40.99
704,"Santa Lucía Utatlán",5921,"Parqué o vinil",4,0.07
704,"Santa Lucía Utatlán",5921,"Madera",1,0.02
704,"Santa Lucía Utatlán",5921,"Tierra",327,5.52
704,"Santa Lucía Utatlán",5921,"Otro",0,0
705,"Nahualá",17830,"Ladrillo cerámico",2314,12.98
705,"Nahualá",17830,"Ladrillo de cemento",1022,5.73
705,"Nahualá",17830,"Ladrillo de barro",54,0.3
705,"Nahualá",17830,"Torta de cemento",5368,30.11
705,"Nahualá",17830,"Parqué o vinil",15,0.08
705,"Nahualá",17830,"Madera",118,0.66
705,"Nahualá",17830,"Tierra",5692,31.92
705,"Nahualá",17830,"Otro",15,0.08
706,"Santa Catarina Ixtahuacán",13604,"Ladrillo cerámico",1691,12.43
706,"Santa Catarina Ixtahuacán",13604,"Ladrillo de cemento",345,2.54
706,"Santa Catarina Ixtahuacán",13604,"Ladrillo de barro",147,1.08
706,"Santa Catarina Ixtahuacán",13604,"Torta de cemento",4968,36.52
706,"Santa Catarina Ixtahuacán",13604,"Parqué o vinil",12,0.09
706,"Santa Catarina Ixtahuacán",13604,"Madera",128,0.94
706,"Santa Catarina Ixtahuacán",13604,"Tierra",4144,30.46
706,"Santa Catarina Ixtahuacán",13604,"Otro",11,0.08
707,"Santa Clara la Laguna",2429,"Ladrillo cerámico",453,18.65
707,"Santa Clara la Laguna",2429,"Ladrillo de cemento",112,4.61
707,"Santa Clara la Laguna",2429,"Ladrillo de barro",8,0.33
707,"Santa Clara la Laguna",2429,"Torta de cemento",1287,52.98
707,"Santa Clara la Laguna",2429,"Parqué o vinil",2,0.08
707,"Santa Clara la Laguna",2429,"Madera",3,0.12
707,"Santa Clara la Laguna",2429,"Tierra",205,8.44
707,"Santa Clara la Laguna",2429,"Otro",0,0
708,"Concepción",1060,"Ladrillo cerámico",164,15.47
708,"Concepción",1060,"Ladrillo de cemento",25,2.36
708,"Concepción",1060,"Ladrillo de barro",2,0.19
708,"Concepción",1060,"Torta de cemento",439,41.42
708,"Concepción",1060,"Parqué o vinil",3,0.28
708,"Concepción",1060,"Madera",2,0.19
708,"Concepción",1060,"Tierra",292,27.55
708,"Concepción",1060,"Otro",0,0
709,"San Andrés Semetabaj",3229,"Ladrillo cerámico",841,26.05
709,"San Andrés Semetabaj",3229,"Ladrillo de cemento",303,9.38
709,"San Andrés Semetabaj",3229,"Ladrillo de barro",5,0.15
709,"San Andrés Semetabaj",3229,"Torta de cemento",1264,39.15
709,"San Andrés Semetabaj",3229,"Parqué o vinil",1,0.03
709,"San Andrés Semetabaj",3229,"Madera",1,0.03
709,"San Andrés Semetabaj",3229,"Tierra",184,5.7
709,"San Andrés Semetabaj",3229,"Otro",34,1.05
710,"Panajachel",4304,"Ladrillo cerámico",1331,30.92
710,"Panajachel",4304,"Ladrillo de cemento",738,17.15
710,"Panajachel",4304,"Ladrillo de barro",44,1.02
710,"Panajachel",4304,"Torta de cemento",1302,30.25
710,"Panajachel",4304,"Parqué o vinil",28,0.65
710,"Panajachel",4304,"Madera",8,0.19
710,"Panajachel",4304,"Tierra",87,2.02
710,"Panajachel",4304,"Otro",4,0.09
711,"Santa Catarina Palopó",1165,"Ladrillo cerámico",158,13.56
711,"Santa Catarina Palopó",1165,"Ladrillo de cemento",51,4.38
711,"Santa Catarina Palopó",1165,"Ladrillo de barro",6,0.52
711,"Santa Catarina Palopó",1165,"Torta de cemento",435,37.34
711,"Santa Catarina Palopó",1165,"Parqué o vinil",0,0
711,"Santa Catarina Palopó",1165,"Madera",13,1.12
711,"Santa Catarina Palopó",1165,"Tierra",78,6.7
711,"Santa Catarina Palopó",1165,"Otro",0,0
712,"San Antonio Palopó",3860,"Ladrillo cerámico",805,20.85
712,"San Antonio Palopó",3860,"Ladrillo de cemento",446,11.55
712,"San Antonio Palopó",3860,"Ladrillo de barro",5,0.13
712,"San Antonio Palopó",3860,"Torta de cemento",1256,32.54
712,"San Antonio Palopó",3860,"Parqué o vinil",1,0.03
712,"San Antonio Palopó",3860,"Madera",14,0.36
712,"San Antonio Palopó",3860,"Tierra",555,14.38
712,"San Antonio Palopó",3860,"Otro",84,2.18
713,"San Lucas Tolimán",7562,"Ladrillo cerámico",897,11.86
713,"San Lucas Tolimán",7562,"Ladrillo de cemento",555,7.34
713,"San Lucas Tolimán",7562,"Ladrillo de barro",11,0.15
713,"San Lucas Tolimán",7562,"Torta de cemento",4358,57.63
713,"San Lucas Tolimán",7562,"Parqué o vinil",6,0.08
713,"San Lucas Tolimán",7562,"Madera",4,0.05
713,"San Lucas Tolimán",7562,"Tierra",369,4.88
713,"San Lucas Tolimán",7562,"Otro",9,0.12
714,"Santa Cruz la Laguna",1571,"Ladrillo cerámico",181,11.52
714,"Santa Cruz la Laguna",1571,"Ladrillo de cemento",58,3.69
714,"Santa Cruz la Laguna",1571,"Ladrillo de barro",8,0.51
714,"Santa Cruz la Laguna",1571,"Torta de cemento",666,42.39
714,"Santa Cruz la Laguna",1571,"Parqué o vinil",0,0
714,"Santa Cruz la Laguna",1571,"Madera",6,0.38
714,"Santa Cruz la Laguna",1571,"Tierra",203,12.92
714,"Santa Cruz la Laguna",1571,"Otro",3,0.19
715,"San Pablo la Laguna",1957,"Ladrillo cerámico",158,8.07
715,"San Pablo la Laguna",1957,"Ladrillo de cemento",37,1.89
715,"San Pablo la Laguna",1957,"Ladrillo de barro",1,0.05
715,"San Pablo la Laguna",1957,"Torta de cemento",1004,51.3
715,"San Pablo la Laguna",1957,"Parqué o vinil",0,0
715,"San Pablo la Laguna",1957,"Madera",16,0.82
715,"San Pablo la Laguna",1957,"Tierra",376,19.21
715,"San Pablo la Laguna",1957,"Otro",0,0
716,"San Marcos la Laguna",675,"Ladrillo cerámico",106,15.7
716,"San Marcos la Laguna",675,"Ladrillo de cemento",16,2.37
716,"San Marcos la Laguna",675,"Ladrillo de barro",3,0.44
716,"San Marcos la Laguna",675,"Torta de cemento",348,51.56
716,"San Marcos la Laguna",675,"Parqué o vinil",2,0.3
716,"San Marcos la Laguna",675,"Madera",4,0.59
716,"San Marcos la Laguna",675,"Tierra",42,6.22
716,"San Marcos la Laguna",675,"Otro",2,0.3
717,"San Juan la Laguna",3078,"Ladrillo cerámico",470,15.27
717,"San Juan la Laguna",3078,"Ladrillo de cemento",113,3.67
717,"San Juan la Laguna",3078,"Ladrillo de barro",8,0.26
717,"San Juan la Laguna",3078,"Torta de cemento",1757,57.08
717,"San Juan la Laguna",3078,"Parqué o vinil",2,0.06
717,"San Juan la Laguna",3078,"Madera",3,0.1
717,"San Juan la Laguna",3078,"Tierra",195,6.34
717,"San Juan la Laguna",3078,"Otro",1,0.03
718,"San Pedro la Laguna",3229,"Ladrillo cerámico",981,30.38
718,"San Pedro la Laguna",3229,"Ladrillo de cemento",380,11.77
718,"San Pedro la Laguna",3229,"Ladrillo de barro",149,4.61
718,"San Pedro la Laguna",3229,"Torta de cemento",1014,31.4
718,"San Pedro la Laguna",3229,"Parqué o vinil",34,1.05
718,"San Pedro la Laguna",3229,"Madera",2,0.06
718,"San Pedro la Laguna",3229,"Tierra",56,1.73
718,"San Pedro la Laguna",3229,"Otro",0,0
719,"Santiago Atitlán",11469,"Ladrillo cerámico",2718,23.7
719,"Santiago Atitlán",11469,"Ladrillo de cemento",799,6.97
719,"Santiago Atitlán",11469,"Ladrillo de barro",58,0.51
719,"Santiago Atitlán",11469,"Torta de cemento",5316,46.35
719,"Santiago Atitlán",11469,"Parqué o vinil",28,0.24
719,"Santiago Atitlán",11469,"Madera",6,0.05
719,"Santiago Atitlán",11469,"Tierra",285,2.48
719,"Santiago Atitlán",11469,"Otro",8,0.07
801,"Totonicapán",29701,"Ladrillo cerámico",4007,13.49
801,"Totonicapán",29701,"Ladrillo de cemento",1681,5.66
801,"Totonicapán",29701,"Ladrillo de barro",99,0.33
801,"Totonicapán",29701,"Torta de cemento",10697,36.02
801,"Totonicapán",29701,"Parqué o vinil",46,0.15
801,"Totonicapán",29701,"Madera",83,0.28
801,"Totonicapán",29701,"Tierra",5353,18.02
801,"Totonicapán",29701,"Otro",36,0.12
802,"San Cristóbal Totonicapán",10371,"Ladrillo cerámico",1107,10.67
802,"San Cristóbal Totonicapán",10371,"Ladrillo de cemento",767,7.4
802,"San Cristóbal Totonicapán",10371,"Ladrillo de barro",80,0.77
802,"San Cristóbal Totonicapán",10371,"Torta de cemento",2995,28.88
802,"San Cristóbal Totonicapán",10371,"Parqué o vinil",8,0.08
802,"San Cristóbal Totonicapán",10371,"Madera",36,0.35
802,"San Cristóbal Totonicapán",10371,"Tierra",2204,21.25
802,"San Cristóbal Totonicapán",10371,"Otro",7,0.07
803,"San Francisco el Alto",14258,"Ladrillo cerámico",1143,8.02
803,"San Francisco el Alto",14258,"Ladrillo de cemento",968,6.79
803,"San Francisco el Alto",14258,"Ladrillo de barro",100,0.7
803,"San Francisco el Alto",14258,"Torta de cemento",3903,27.37
803,"San Francisco el Alto",14258,"Parqué o vinil",17,0.12
803,"San Francisco el Alto",14258,"Madera",77,0.54
803,"San Francisco el Alto",14258,"Tierra",4204,29.49
803,"San Francisco el Alto",14258,"Otro",4,0.03
804,"San Andrés Xecul",7495,"Ladrillo cerámico",824,10.99
804,"San Andrés Xecul",7495,"Ladrillo de cemento",425,5.67
804,"San Andrés Xecul",7495,"Ladrillo de barro",22,0.29
804,"San Andrés Xecul",7495,"Torta de cemento",2034,27.14
804,"San Andrés Xecul",7495,"Parqué o vinil",5,0.07
804,"San Andrés Xecul",7495,"Madera",22,0.29
804,"San Andrés Xecul",7495,"Tierra",1777,23.71
804,"San Andrés Xecul",7495,"Otro",2,0.03
805,"Momostenango",26004,"Ladrillo cerámico",1710,6.58
805,"Momostenango",26004,"Ladrillo de cemento",1443,5.55
805,"Momostenango",26004,"Ladrillo de barro",41,0.16
805,"Momostenango",26004,"Torta de cemento",5195,19.98
805,"Momostenango",26004,"Parqué o vinil",18,0.07
805,"Momostenango",26004,"Madera",98,0.38
805,"Momostenango",26004,"Tierra",8771,33.73
805,"Momostenango",26004,"Otro",15,0.06
806,"Santa María Chiquimula",11856,"Ladrillo cerámico",290,2.45
806,"Santa María Chiquimula",11856,"Ladrillo de cemento",236,1.99
806,"Santa María Chiquimula",11856,"Ladrillo de barro",12,0.1
806,"Santa María Chiquimula",11856,"Torta de cemento",1734,14.63
806,"Santa María Chiquimula",11856,"Parqué o vinil",13,0.11
806,"Santa María Chiquimula",11856,"Madera",118,1
806,"Santa María Chiquimula",11856,"Tierra",6128,51.69
806,"Santa María Chiquimula",11856,"Otro",3,0.03
807,"Santa Lucía la Reforma",5067,"Ladrillo cerámico",60,1.18
807,"Santa Lucía la Reforma",5067,"Ladrillo de cemento",36,0.71
807,"Santa Lucía la Reforma",5067,"Ladrillo de barro",9,0.18
807,"Santa Lucía la Reforma",5067,"Torta de cemento",794,15.67
807,"Santa Lucía la Reforma",5067,"Parqué o vinil",2,0.04
807,"Santa Lucía la Reforma",5067,"Madera",22,0.43
807,"Santa Lucía la Reforma",5067,"Tierra",2204,43.5
807,"Santa Lucía la Reforma",5067,"Otro",7,0.14
808,"San Bartolo Aguas Calientes",2850,"Ladrillo cerámico",280,9.82
808,"San Bartolo Aguas Calientes",2850,"Ladrillo de cemento",221,7.75
808,"San Bartolo Aguas Calientes",2850,"Ladrillo de barro",16,0.56
808,"San Bartolo Aguas Calientes",2850,"Torta de cemento",505,17.72
808,"San Bartolo Aguas Calientes",2850,"Parqué o vinil",6,0.21
808,"San Bartolo Aguas Calientes",2850,"Madera",8,0.28
808,"San Bartolo Aguas Calientes",2850,"Tierra",900,31.58
808,"San Bartolo Aguas Calientes",2850,"Otro",0,0
901,"Quetzaltenango",49123,"Ladrillo cerámico",17902,36.44
901,"Quetzaltenango",49123,"Ladrillo de cemento",11990,24.41
901,"Quetzaltenango",49123,"Ladrillo de barro",207,0.42
901,"Quetzaltenango",49123,"Torta de cemento",8540,17.38
901,"Quetzaltenango",49123,"Parqué o vinil",45,0.09
901,"Quetzaltenango",49123,"Madera",102,0.21
901,"Quetzaltenango",49123,"Tierra",1477,3.01
901,"Quetzaltenango",49123,"Otro",149,0.3
902,"Salcajá",5520,"Ladrillo cerámico",1213,21.97
902,"Salcajá",5520,"Ladrillo de cemento",1933,35.02
902,"Salcajá",5520,"Ladrillo de barro",25,0.45
902,"Salcajá",5520,"Torta de cemento",892,16.16
902,"Salcajá",5520,"Parqué o vinil",0,0
902,"Salcajá",5520,"Madera",5,0.09
902,"Salcajá",5520,"Tierra",432,7.83
902,"Salcajá",5520,"Otro",7,0.13
903,"San Juan Olintepeque",9101,"Ladrillo cerámico",3257,35.79
903,"San Juan Olintepeque",9101,"Ladrillo de cemento",1146,12.59
903,"San Juan Olintepeque",9101,"Ladrillo de barro",51,0.56
903,"San Juan Olintepeque",9101,"Torta de cemento",2230,24.5
903,"San Juan Olintepeque",9101,"Parqué o vinil",11,0.12
903,"San Juan Olintepeque",9101,"Madera",8,0.09
903,"San Juan Olintepeque",9101,"Tierra",665,7.31
903,"San Juan Olintepeque",9101,"Otro",6,0.07
904,"San Carlos Sija",9989,"Ladrillo cerámico",1909,19.11
